source_idx,source_name,n_works_total,vol_min,vol_max,n_recent_works,frac_with_page,n_recent_issues,n_issues_ea,frac_issues_ea,no_page_numbers,early_access,vol1_catchall
129963087,Journal of Islamic accounting and business research,664,1,17,282,1.0,33,0,0.0,False,False,True
127060114,NBER Macroeconomics Annual,663,1,38,118,0.907,0,0,0.0,False,False,True
137554564,Journal of Hospitality Leisure Sport & Tourism Education,658,1,36,91,1.0,0,0,0.0,False,False,True
161977297,Journal of Accounting & Organizational Change,651,1,21,186,1.0,26,0,0.0,False,False,True
21322974,International Journal of Learning and Change,643,1,17,185,0.989,22,3,0.136,False,False,True
2764678689,Accounting and Finance Research,641,1,14,105,1.0,16,1,0.062,False,False,True
146380144,International Journal of Business and Emerging Markets,640,1,17,154,0.877,17,0,0.0,False,False,True
202144432,Science Technology and Society,639,1,30,142,1.0,16,0,0.0,False,False,True
114724389,Journal of African Business,634,1,27,166,0.994,17,0,0.0,False,False,True
44088940,International Journal of Management Concepts and Philosophy,630,1,18,108,0.991,17,0,0.0,False,False,True
97316453,Cambridge Journal of Regions Economy and Society,627,1,18,183,0.984,13,1,0.077,False,False,True
2898307581,Journal of Innovation & Knowledge,627,1,10,504,1.0,17,0,0.0,False,False,True
4210171430,Journal of Enterprising Communities People and Places in the Global Economy,625,1,19,229,1.0,25,1,0.04,False,False,True
13669392,German Economic Review,620,1,26,84,0.81,16,0,0.0,False,False,True
56271844,Information Systems and e-Business Management,613,1,23,171,1.0,19,1,0.053,False,False,True
50216583,Journal of Medical Marketing Device Diagnostic and Pharmaceutical Marketing,611,1,16,109,1.0,14,0,0.0,False,False,True
79989894,International Journal of Managerial Finance,609,1,21,208,1.0,22,1,0.045,False,False,True
38901890,International Journal of Accounting Information Systems,607,1,55,43,1.0,0,0,0.0,False,False,True
44763245,International Journal of Green Economics,606,1,18,210,1.0,20,0,0.0,False,False,True
5486590,International Economics and Economic Policy,603,1,22,150,0.873,17,1,0.059,False,False,True
52073566,International Journal of Technology Transfer and Commercialisation,603,1,21,177,1.0,16,0,0.0,False,False,True
165881774,The B E Journal of Theoretical Economics,601,1,24,149,0.678,10,2,0.2,False,False,True
35246616,International Review of Finance,597,1,25,202,0.911,17,0,0.0,False,False,True
207154782,Journal of Financial Econometrics,595,1,23,188,0.867,23,5,0.217,False,False,True
84210283,International Journal of Human Resources Development and Management,593,1,23,161,1.0,16,0,0.0,False,False,True
4210191619,Logistics,593,1,363,5,1.0,0,0,0.0,False,False,True
153849593,Baltic Journal of Management,590,1,20,176,1.0,23,0,0.0,False,False,True
4210188437,Supply Chain Forum an International Journal,584,1,26,147,1.0,20,0,0.0,False,False,True
4210172326,Journal of Management and Sustainability,579,1,14,128,1.0,10,0,0.0,False,False,True
38613568,Journal of Change Management,579,1,24,105,1.0,20,1,0.05,False,False,True
68754933,Organization Management Journal,575,1,22,53,1.0,15,0,0.0,False,False,True
35090897,International Journal of the Economics of Business,574,1,33,49,1.0,10,0,0.0,False,False,True
68051293,Philosophy of Management,574,1,24,132,1.0,18,1,0.056,False,False,True
69024147,South Asia Economic Journal,574,1,25,59,1.0,10,0,0.0,False,False,True
2764639155,Transnational Corporation Review,573,1,100,112,0.991,12,0,0.0,False,False,True
4210188407,Middle East J of Management,572,1,12,166,0.988,24,0,0.0,False,False,True
71351135,International Journal of Disclosure and Governance,571,1,22,176,1.0,19,0,0.0,False,False,True
196118188,International Journal of Services Economics and Management,569,1,15,137,1.0,22,0,0.0,False,False,True
170166683,American Economic Journal Macroeconomics,568,1,17,198,1.0,17,1,0.059,False,False,True
4210226067,Journal of Hospitality and Tourism Insights,562,1,8,479,1.0,27,1,0.037,False,False,True
142092826,International Journal of Enterprise Network Management,562,1,16,190,0.863,19,2,0.105,False,False,True
47854491,International Journal of Entrepreneurial Venturing,559,1,17,179,0.832,22,0,0.0,False,False,True
16069442,Journal of Management Accounting Research,558,1,37,152,0.914,14,0,0.0,False,False,True
4210234983,Journal on Innovation and Sustainability RISUS,557,1,15,249,0.996,20,0,0.0,False,False,True
3409213,Service Business,557,1,19,144,0.965,16,0,0.0,False,False,True
37660120,Human Resource Development Review,556,1,24,114,1.0,19,0,0.0,False,False,True
183939566,Sustainability Accounting Management and Policy Journal,553,1,16,253,1.0,30,1,0.033,False,False,True
95074589,Review of Accounting and Finance,552,1,24,105,1.0,18,0,0.0,False,False,True
188742231,International Journal of Innovation Science,551,1,18,191,1.0,20,0,0.0,False,False,True
202264103,Journal of Asia Business Studies,547,1,19,247,1.0,25,1,0.04,False,False,True
152972827,International Journal of Lean Six Sigma,546,1,16,262,1.0,30,3,0.1,False,False,True
2764953695,International Review of Management and Business Research,544,1,10,272,1.0,17,0,0.0,False,False,True
4404664192,Journal of securities operations & custody,543,1,17,127,1.0,17,0,0.0,False,False,True
62246846,International Journal of Accounting Auditing and Performance Evaluation,536,1,20,153,1.0,14,0,0.0,False,False,True
4210186350,Journal of Competition Law & Economics,533,1,21,102,1.0,15,0,0.0,False,False,True
4210227574,Interdisciplinary Environmental Review,531,1,24,127,0.866,13,1,0.077,False,False,True
203894561,International Journal of Pharmaceutical and Healthcare Marketing,530,1,19,154,1.0,19,0,0.0,False,False,True
160156518,International Journal of Fashion Design Technology and Education,527,1,18,180,0.994,15,0,0.0,False,False,True
160194987,Journal of Industry Competition and Trade,521,1,24,121,0.802,14,0,0.0,False,False,True
170367418,International Journal of Pluralism and Economics Education,520,1,15,179,0.888,17,0,0.0,False,False,True
178563901,Society and Business Review,520,1,20,134,1.0,17,1,0.059,False,False,True
4210176701,Logforum,519,1,20,201,0.995,19,0,0.0,False,False,True
59777368,International Journal of Managerial and Financial Accounting,518,1,18,94,0.904,13,0,0.0,False,False,True
2765036513,Australasian Accounting Business and Finance Journal,517,1,19,229,0.869,22,0,0.0,False,False,True
30370390,Journal of Customer Behaviour,516,1,23,146,0.993,14,0,0.0,False,False,True
61350954,Journal of Advances in Management Research,515,1,22,161,1.0,24,0,0.0,False,False,True
45303301,Critical Perspectives on International Business,514,1,21,134,1.0,21,2,0.095,False,False,True
137166528,International Journal of Knowledge Management Studies,513,1,15,171,1.0,20,0,0.0,False,False,True
4210234043,Journal of Management Research,512,1,17,37,0.919,10,0,0.0,False,False,True
1086168,International Journal of Critical Accounting,510,1,14,192,0.995,22,0,0.0,False,False,True
156003414,Quantitative Economics,507,1,15,222,0.82,20,0,0.0,False,False,True
2738677470,Oeconomia Copernicana,506,1,16,149,1.0,16,0,0.0,False,False,True
109960688,Journal of Human Resources in Hospitality & Tourism,505,1,24,130,1.0,18,0,0.0,False,False,True
4210218909,Journal of Quantitative Economics,505,1,23,210,1.0,20,0,0.0,False,False,True
43391031,International Journal of Business Environment,503,1,16,121,0.992,16,0,0.0,False,False,True
2736601860,Entrepreneurial Business and Economics Review,503,1,12,226,1.0,20,0,0.0,False,False,True
4210206322,PharmacoEconomics - Open,502,1,9,312,1.0,24,1,0.042,False,False,True
126021079,International Journal of Sport Finance,499,1,19,162,0.994,20,0,0.0,False,False,True
4210221200,J for International Business and Entrepreneurship Development,499,1,16,172,0.913,18,0,0.0,False,False,True
10914567,International Journal of Work Organisation and Emotion,499,1,16,170,0.8,19,0,0.0,False,False,True
14764538,Journal of strategy and management,495,1,19,139,1.0,14,1,0.071,False,False,True
102611516,International Journal of Electronic Finance,494,1,15,115,0.939,13,0,0.0,False,False,True
2764655866,Review of Keynesian Economics,493,1,13,142,0.817,17,0,0.0,False,False,True
164338815,EuroMed Journal of Business,492,1,20,216,1.0,21,1,0.048,False,False,True
42260610,African Journal of Economic and Management Studies,491,1,17,162,1.0,16,0,0.0,False,False,True
149050951,Journal of Chinese Economic and Business Studies,485,1,23,109,0.991,18,1,0.056,False,False,True
19785326,The Marketing Review,484,1,20,93,1.0,14,1,0.071,False,False,True
2764794650,Journal of International Logistics and Trade,482,1,23,48,1.0,11,0,0.0,False,False,True
181870614,Journal of Financial Economic Policy,481,1,17,181,1.0,27,0,0.0,False,False,True
91213080,The Economists Voice,480,1,22,98,0.939,7,0,0.0,False,False,True
2764480295,Journal of Academy of Business and Economics,478,1,24,154,1.0,20,0,0.0,False,False,True
2764873792,African Journal of Business and Economic Research,477,1,19,271,0.996,18,0,0.0,False,False,True
75627377,SIAM Journal on Financial Mathematics,477,1,15,180,0.8,20,0,0.0,False,False,True
180332110,Review of Law & Economics,477,1,210,62,0.855,9,0,0.0,False,False,True
27614628,Academy of Management Annals,476,1,19,94,1.0,9,0,0.0,False,False,True
199699369,International Journal of Applied Management Science,473,1,18,139,0.698,16,1,0.062,False,False,True
7161550,Spatial Economic Analysis,470,1,20,151,0.98,19,1,0.053,False,False,True
127536956,Journal of International Accounting Research,466,1,24,122,0.902,14,0,0.0,False,False,True
62905163,Operations Management Research,466,1,18,316,1.0,13,2,0.154,False,False,True
76239586,Qualitative Research in Accounting & Management,464,1,22,117,1.0,22,0,0.0,False,False,True
87816754,International Journal of Business Continuity and Risk Management,464,1,15,169,0.811,16,0,0.0,False,False,True
98232940,International Review on Public and Nonprofit Marketing,462,1,22,148,1.0,15,0,0.0,False,False,True
4210195359,Economía,460,1,23,62,0.79,8,0,0.0,False,False,True
103309803,International Journal of Quality and Service Sciences,457,1,17,118,1.0,17,0,0.0,False,False,True
88920680,Intangible Capital,455,1,20,100,1.0,14,0,0.0,False,False,True
2765013869,Journal of Family Business Management,453,1,15,288,1.0,22,1,0.045,False,False,True
4210198543,Journal of Agribusiness in Developing and Emerging Economies,451,1,16,228,1.0,22,1,0.045,False,False,True
199127151,Qualitative Research in Organizations and Management An International Journal,450,1,20,107,1.0,16,0,0.0,False,False,True
2764807039,Service Science,448,1,99,73,0.836,13,0,0.0,False,False,True
2764889080,Evolutionary and Institutional Economics Review,445,1,22,117,1.0,9,0,0.0,False,False,True
2737431740,Econometrics,443,1,12,181,1.0,20,0,0.0,False,False,True
112489639,International Journal of Computational Economics and Econometrics,441,1,14,175,0.989,19,0,0.0,False,False,True
68817889,Social enterprise journal,441,1,21,159,1.0,22,0,0.0,False,False,True
86211607,Frontiers of Economics in China,438,1,16,122,1.0,20,0,0.0,False,False,True
118119388,Journal of Family Business Strategy,437,1,16,125,1.0,16,4,0.25,False,False,True
4210223036,Mehmet Akif Ersoy Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,437,1,10,360,1.0,15,0,0.0,False,False,True
149838422,International Journal of Value Chain Management,436,1,15,176,0.886,19,0,0.0,False,False,True
164447516,International Journal of Asian Business and Information Management,435,1,15,229,0.812,12,0,0.0,False,False,True
140842003,Review of Environmental Economics and Policy,429,1,19,93,1.0,8,0,0.0,False,False,True
2764403712,International Journal of Business Research,428,1,24,72,1.0,12,0,0.0,False,False,True
2735010472,Journal of the Association for Consumer Research,428,1,10,193,1.0,17,0,0.0,False,False,True
146522396,Annals of Finance,426,1,21,77,1.0,17,0,0.0,False,False,True
4210216073,Agricultural and Resource Economics International Scientific E-Journal,425,1,10,225,0.733,18,0,0.0,False,False,True
107261186,Journal of Historical Research in Marketing,425,1,16,85,1.0,18,0,0.0,False,False,True
4210195788,Delhi Business Review,424,1,25,87,1.0,9,0,0.0,False,False,True
32948690,Qualitative Research in Financial Markets,424,1,18,171,1.0,21,4,0.19,False,False,True
4306527555,Revista Internacional Administracion & Finanzas,423,1,13,141,1.0,21,0,0.0,False,False,True
175138789,Journal of International Entrepreneurship,421,1,23,95,1.0,18,1,0.056,False,False,True
2764472888,Central European Business Review,418,1,14,134,1.0,22,0,0.0,False,False,True
146534985,Journal of Economic Interaction and Coordination,418,1,30,83,1.0,12,3,0.25,False,False,True
207627288,International Journal of Integrated Supply Management,412,1,17,144,0.889,18,0,0.0,False,False,True
2764690196,Journal of Choice Modelling,411,1,54,44,1.0,0,0,0.0,False,False,True
4210240632,De Computis - Revista Española de Historia de la Contabilidad,410,1,21,91,0.868,8,0,0.0,False,False,True
4210175454,Management Research The Journal of the Iberoamerican Academy of Management,409,1,23,94,1.0,19,0,0.0,False,False,True
102700472,Financial Services Review,408,1,32,85,0.871,19,2,0.105,False,False,True
156716048,Economics of Governance,407,1,25,88,1.0,18,0,0.0,False,False,True
24290265,Health Services and Outcomes Research Methodology,406,1,25,109,1.0,17,0,0.0,False,False,True
2764881094,International journal of business and economics,405,1,20,82,0.988,14,0,0.0,False,False,True
38196630,Asia-Pacific Journal of Business Administration,403,1,17,206,1.0,22,0,0.0,False,False,True
4306508649,Journal of Industrial and Business Economics,402,1,197,8,0.875,1,0,0.0,False,False,True
21663492,International Journal of Business Performance and Supply Chain Modelling,401,1,15,169,0.929,18,0,0.0,False,False,True
4210192138,Nankai Business Review International,401,1,16,129,1.0,17,0,0.0,False,False,True
196715598,Annual Review of Economics,399,1,30,28,1.0,1,0,0.0,False,False,True
2764774255,Asian Journal of Finance & Accounting,396,1,16,39,1.0,7,0,0.0,False,False,True
155832970,International Journal of Advanced Operations Management,394,1,16,152,0.921,17,0,0.0,False,False,True
116843975,Journal of Emerging Technologies in Accounting,392,1,22,139,0.942,9,0,0.0,False,False,True
4210182956,Journal of Marketing Analytics,391,1,13,241,1.0,20,2,0.1,False,False,True
6772833,Review of Network Economics,391,1,23,55,0.709,15,0,0.0,False,False,True
168697966,Management & Organizational History,386,1,20,64,1.0,15,0,0.0,False,False,True
2764400943,Journal of Global Fashion Marketing,384,1,16,125,0.976,18,0,0.0,False,False,True
167126396,Journal of Relationship Marketing,382,1,24,63,1.0,18,1,0.056,False,False,True
34937439,International Journal of Globalisation and Small Business,382,1,14,158,0.987,20,0,0.0,False,False,True
76844451,Annual Review of Resource Economics,381,1,16,121,0.959,5,0,0.0,False,False,True
146248155,International Journal of Six Sigma and Competitive Advantage,379,1,15,127,0.976,15,0,0.0,False,False,True
87209429,Journal of Benefit-Cost Analysis,377,1,39,102,0.882,12,0,0.0,False,False,True
4210213948,Journal of Management and Strategy,377,1,15,68,1.0,14,0,0.0,False,False,True
62270215,International Journal of Information Systems and Supply Chain Management,374,1,17,132,0.992,15,0,0.0,False,False,True
196354030,International Journal of Technology Management and Sustainable Development,373,1,23,83,1.0,15,0,0.0,False,False,True
4210191457,Innovation and Development,371,1,15,146,0.993,14,3,0.214,False,False,True
4210218165,Asia-Pacific Management Accounting Journal,370,1,19,193,0.746,15,0,0.0,False,False,True
2764767644,The Journal of Retirement,370,1,13,105,1.0,15,0,0.0,False,False,True
2798767114,Corporate Board role duties and composition,368,1,20,87,0.989,15,0,0.0,False,False,True
4210175221,Asia-Pacific Journal of Regional Science,365,1,9,199,1.0,15,1,0.067,False,False,True
2764883772,Serbian Journal of Management,364,1,19,134,1.0,10,0,0.0,False,False,True
110231434,International Journal of Business Process Integration and Management,364,1,18,175,0.977,15,1,0.067,False,False,True
4210186146,Economía Agraria y Recursos Naturales,362,1,24,68,1.0,10,0,0.0,False,False,True
2764982749,SMART Journal of Business Management Studies,361,1,20,101,1.0,10,0,0.0,False,False,True
4210169731,Journal of Accounting in Emerging Economies,356,1,15,172,1.0,22,0,0.0,False,False,True
163374072,International Journal of Foresight and Innovation Policy,354,1,16,148,0.959,11,0,0.0,False,False,True
124851215,Journal of Social Entrepreneurship,354,1,16,183,1.0,15,0,0.0,False,False,True
142725411,Journal of Contemporary Accounting & Economics,352,1,21,113,1.0,13,0,0.0,False,False,True
4210174681,Asia Pacific Business Review,349,1,7,282,0.993,17,0,0.0,False,False,True
4210226106,Cuadernos de Gestión,344,1,25,59,1.0,6,0,0.0,False,False,True
2764846857,Economics and Business Review/The Poznań University of Economics Review,343,1,15,92,1.0,15,0,0.0,False,False,True
34975756,Journal of Global Responsibility,342,1,16,114,1.0,17,0,0.0,False,False,True
4162551,International Journal of Gender and Entrepreneurship,341,1,17,102,1.0,19,0,0.0,False,False,True
65047066,International Journal of Services and Standards,340,1,14,130,0.892,16,0,0.0,False,False,True
4210173805,Evidence-based HRM a Global Forum for Empirical Scholarship,339,1,13,204,1.0,21,0,0.0,False,False,True
2764865913,Economics and Business Letters,338,1,13,162,1.0,20,0,0.0,False,False,True
204649255,China Economic Journal,337,1,18,93,0.989,13,0,0.0,False,False,True
31040931,International Journal of Electronic Customer Relationship Management,337,1,14,158,0.956,17,1,0.059,False,False,True
4210204559,Marketing and Management of Innovations,337,1,15,265,1.0,13,0,0.0,False,False,True
2737155129,Journal of Central Banking Theory and Practice,336,1,13,162,1.0,16,0,0.0,False,False,True
124412575,Mathematics and Financial Economics,335,1,19,94,1.0,16,1,0.062,False,False,True
7006481,Margin The Journal of Applied Economic Research,334,1,18,77,1.0,15,0,0.0,False,False,True
4210202650,Academy of Management Discoveries,334,1,11,148,1.0,20,5,0.25,False,False,True
150848784,Journal of Emerging Market Finance,334,1,24,72,1.0,16,0,0.0,False,False,True
2764423627,Contemporary Management Research,332,1,20,43,1.0,12,1,0.083,False,False,True
10891802,International Journal of Technology Intelligence and Planning,329,1,14,112,0.893,15,0,0.0,False,False,True
136286870,Journal of Indian Business Research,327,1,17,102,1.0,15,1,0.067,False,False,True
58276920,Journal of European real estate research,326,1,18,96,1.0,13,1,0.077,False,False,True
4210188240,Journal of Organizational Effectiveness People and Performance,325,1,13,161,1.0,17,0,0.0,False,False,True
31181851,Accounting in Europe,325,1,22,75,1.0,15,0,0.0,False,False,True
4210204469,International Journal of Economics and Accounting,323,1,12,147,1.0,17,0,0.0,False,False,True
2764583656,Journal of Social Marketing,323,1,15,116,1.0,15,0,0.0,False,False,True
4210229067,Business and Human Rights Journal,323,1,9,193,0.959,13,0,0.0,False,False,True
2764984103,Business Management and Strategy,322,1,16,122,1.0,9,0,0.0,False,False,True
26927318,Asian Journal on Quality,322,1,13,122,0.984,15,0,0.0,False,False,True
134015283,International Journal of Revenue Management,317,1,14,141,0.851,18,0,0.0,False,False,True
164875865,International Journal of Banking Accounting and Finance,311,1,14,148,0.993,18,0,0.0,False,False,True
2764482395,Journal of business & entrepreneurship,309,1,31,49,1.0,7,0,0.0,False,False,True
2764594977,European Journal of Management,309,1,24,45,1.0,7,0,0.0,False,False,True
2764761084,Foundations of Management,309,1,16,87,1.0,5,0,0.0,False,False,True
2764875035,Journal of Entrepreneurship and Public Policy,309,1,14,100,1.0,14,1,0.071,False,False,True
2737685543,Revista Finanzas y Política Económica,308,1,16,112,0.509,10,0,0.0,False,False,True
4210206015,Quantitative Marketing and Economics,306,1,23,57,1.0,16,0,0.0,False,False,True
3297139,International Journal of Financial Services Management,305,1,11,133,1.0,19,0,0.0,False,False,True
4210194146,Journal of health economics and outcomes research,301,1,60,164,0.988,8,0,0.0,False,False,True
4210227841,International Journal of Organizational Leadership,301,1,13,119,1.0,16,0,0.0,False,False,True
4210169982,Eurasian economic review :,300,1,15,131,1.0,16,2,0.125,False,False,True
2764805720,Eurasian Economic Review,296,1,14,148,1.0,20,0,0.0,False,False,True
4210169699,China Journal of Accounting Studies,296,1,12,141,0.972,20,0,0.0,False,False,True
2736886050,Contabilidad y Negocios,296,1,19,84,0.881,10,0,0.0,False,False,True
2764820791,Journal of Organizational Ethnography,295,1,14,105,0.99,12,1,0.083,False,False,True
4210170931,Annual Review of Financial Economics,294,1,16,107,0.972,5,0,0.0,False,False,True
2765035765,Korea and the World Economy,293,1,25,42,1.0,9,0,0.0,False,False,True
2738972098,3C Empresa Investigación y pensamiento crítico,293,1,12,129,0.992,15,0,0.0,False,False,True
4210184380,ISRA International Journal of Islamic Finance,293,1,16,122,0.918,16,0,0.0,False,False,True
204467137,SERIEs,292,1,61,7,1.0,0,0,0.0,False,False,True
4210172729,Journal of Humanitarian Logistics and Supply Chain Management,292,1,15,120,1.0,19,0,0.0,False,False,True
7241030,Cliometrica,288,1,19,97,1.0,15,0,0.0,False,False,True
2764820232,Review of Business Research,286,1,24,34,1.0,6,0,0.0,False,False,True
4210173453,AMS Review,286,1,14,138,1.0,10,1,0.1,False,False,True
4210239487,Italian Economic Journal,285,1,11,167,1.0,15,1,0.067,False,False,True
168680943,Annals of economics and finance,284,1,21,82,0.988,9,2,0.222,False,False,True
56187647,International Journal of Logistics Economics and Globalisation,281,1,11,154,0.903,17,0,0.0,False,False,True
2898531903,Journal of commodity markets,279,1,37,50,1.0,0,0,0.0,False,False,True
3035068822,Journal of Organization Design,279,1,14,84,1.0,14,0,0.0,False,False,True
2764958490,Iranian journal of management studies,278,1,40,69,1.0,10,0,0.0,False,False,True
2737109034,International Journal of Innovation,276,1,12,146,0.979,17,0,0.0,False,False,True
2764804572,Economic Theory Bulletin,274,1,13,89,1.0,9,0,0.0,False,False,True
4210226759,Quantitative Finance and Economics,274,1,18,130,1.0,16,0,0.0,False,False,True
193803878,International Journal of Human Capital and Information Technology Professionals,272,1,15,70,1.0,9,1,0.111,False,False,True
173177581,International Journal of Accounting and Finance,272,1,12,119,0.975,14,1,0.071,False,False,True
196716848,Journal of Human Capital,269,1,19,72,1.0,17,0,0.0,False,False,True
4210221741,Organizations and Markets in Emerging Economies,269,1,15,123,0.984,11,0,0.0,False,False,True
4210180518,Asia-Pacific Journal of Risk and Insurance,269,1,19,49,0.816,9,0,0.0,False,False,True
2738796003,Zbornik radova Ekonomskog fakulteta u Rijeci,268,1,42,99,0.737,10,0,0.0,False,False,True
2764704972,Asian Academy of Management Journal of Accounting and Finance,264,1,20,97,0.814,10,0,0.0,False,False,True
2764742896,Journal of Economic Research (JER),260,1,26,45,1.0,9,0,0.0,False,False,True
4210183343,Journal of Creating Value,257,1,11,97,1.0,9,0,0.0,False,False,True
4210210207,Journal of Management Analytics,257,1,11,141,1.0,20,0,0.0,False,False,True
71377650,Baltic Journal of Economics,255,1,25,36,1.0,8,0,0.0,False,False,True
2764345595,Management Research and Practice,251,1,15,44,0.773,8,2,0.25,False,False,True
4210229491,Journal of Intelligence Studies in Business,242,1,14,91,1.0,15,1,0.067,False,False,True
125379575,Journal of Chinese Economic and Foreign Trade Studies,241,1,18,62,1.0,12,0,0.0,False,False,True
28881989,International Journal of Financial Markets and Derivatives,240,1,10,137,0.905,17,0,0.0,False,False,True
4210168767,Africa Journal of Management,239,1,10,118,0.992,21,0,0.0,False,False,True
4210200923,Annual Review of Organizational Psychology and Organizational Behavior,239,1,12,88,0.955,5,0,0.0,False,False,True
4210212964,World,238,1,6,216,1.0,16,0,0.0,False,False,True
4210173595,American Journal of Health Economics,234,1,11,101,1.0,20,0,0.0,False,False,True
4210167594,African J of Accounting Auditing and Finance,232,1,9,137,1.0,17,0,0.0,False,False,True
201445340,International Journal of Business Competition and Growth,229,1,9,151,0.868,17,1,0.059,False,False,True
4210183760,Strategy Science,227,1,20,92,1.0,14,0,0.0,False,False,True
4210199549,The Journal of Prediction Markets,226,1,18,57,0.649,11,0,0.0,False,False,True
4210216953,International Journal of Economic Policy Studies,225,1,19,98,1.0,9,0,0.0,False,False,True
2764830693,Environmental Economics,225,1,15,89,1.0,7,0,0.0,False,False,True
2764940387,Organizational Psychology Review,224,1,15,81,0.988,16,1,0.062,False,False,True
37034968,Journal on Chain and Network Science,223,1,16,77,1.0,12,0,0.0,False,False,True
60036207,The Journal of Credit Risk,222,1,16,47,0.617,10,0,0.0,False,False,True
2764783623,Asian Journal of Business and Accounting,221,1,17,89,1.0,9,0,0.0,False,False,True
31381503,International Journal of Innovation and Regional Development,220,1,9,121,1.0,19,0,0.0,False,False,True
121898668,Monash Business Review,219,1,4,219,0.995,10,0,0.0,False,False,True
2736647864,Retos,217,1,14,100,0.98,10,0,0.0,False,False,True
2764958792,Asian Journal of Empirical Research,215,1,14,61,1.0,9,0,0.0,False,False,True
167383514,Ekonomista,213,1,294,5,1.0,0,0,0.0,False,False,True
956737788,BuR - Business Research,212,1,157,6,1.0,0,0,0.0,False,False,True
187052734,International Journal of Sustainable Strategic Management,211,1,10,86,1.0,8,0,0.0,False,False,True
2736251538,The Review of Corporate Finance Studies,211,1,15,101,1.0,16,3,0.188,False,False,True
2735409286,The Review of Asset Pricing Studies,210,1,15,88,1.0,16,0,0.0,False,False,True
2737852900,Review of Economic Analysis,209,1,16,94,0.851,17,0,0.0,False,False,True
4210226929,South Asian Journal of Human Resources Management,209,1,12,82,1.0,10,1,0.1,False,False,True
82530445,Romanian Journal of Economic Forecasting,207,1,115,10,1.0,0,0,0.0,False,False,True
4210176257,Journal of Management Science and Engineering,207,1,10,141,0.993,17,1,0.059,False,False,True
2898343181,Wine Economics and Policy,206,1,14,56,1.0,7,0,0.0,False,False,True
4210219127,International Journal of Economic Sciences,203,1,13,86,1.0,10,0,0.0,False,False,True
183802457,The Journal of Operational Risk,200,1,16,28,0.714,2,0,0.0,False,False,True
4210190667,Asian Journal of Accounting Research,198,1,10,115,1.0,15,0,0.0,False,False,True
4210175456,The ATA Journal of Legal Tax Research,198,1,23,24,0.833,4,0,0.0,False,False,True
81297664,Journal of Chinese Human Resource Management,197,1,15,79,0.646,12,0,0.0,False,False,True
4210175380,Revista Perspectiva Empresarial,197,1,11,88,1.0,10,0,0.0,False,False,True
4210181789,Journal of the International Council for Small Business,197,1,6,176,1.0,19,1,0.053,False,False,True
2738214312,The South East Asian Journal of Management,197,1,18,63,0.778,10,0,0.0,False,False,True
4210229174,American J of Finance and Accounting,196,1,8,141,0.858,15,0,0.0,False,False,True
4210177368,Journal of International Business Research and Marketing,194,1,8,105,1.0,25,0,0.0,False,False,True
4210200043,International Journal of Business Analytics,194,1,11,85,0.988,14,0,0.0,False,False,True
127111275,Accounting and the Public Interest,189,1,24,35,0.857,5,0,0.0,False,False,True
112380952,FIU hospitality review,188,1,31,9,1.0,0,0,0.0,False,False,True
2737717374,Ekonomska misao i praksa,188,1,47,71,1.0,5,0,0.0,False,False,True
2739303216,Journal of Tax Reform,188,1,10,117,1.0,15,0,0.0,False,False,True
2764908861,The Journal of Gambling Business and Economics,187,1,16,39,0.513,9,0,0.0,False,False,True
2898365741,European Journal of Family Business,187,1,14,79,0.747,10,0,0.0,False,False,True
4210218074,International Journal of Modelling in Operations Management,187,1,8,121,1.0,16,0,0.0,False,False,True
2765036361,The Journal of Risk Model Validation,184,1,15,32,0.781,4,0,0.0,False,False,True
2737541009,International journal of information systems and project management,181,1,12,79,0.987,20,0,0.0,False,False,True
2737307029,Clío América,180,1,18,78,0.872,10,0,0.0,False,False,True
2735620406,Journal of Professions and Organization,180,1,12,80,0.925,12,1,0.083,False,False,True
4210174288,American Economic Review Insights,179,1,6,156,1.0,20,2,0.1,False,False,True
161601701,Journal of Technology Management in China,179,1,9,97,0.866,15,0,0.0,False,False,True
4210194271,International Journal of Applied Behavioral Economics,178,1,12,69,0.957,13,0,0.0,False,False,True
2764434733,Low Carbon Economy,178,1,15,27,1.0,3,0,0.0,False,False,True
2898493639,Journal of Co-operative Organization and Management,176,1,13,75,1.0,8,0,0.0,False,False,True
4210232289,Annals in Social Responsibility,176,1,10,117,1.0,10,0,0.0,False,False,True
2764469589,Journal of Business Administration Research,176,1,13,45,1.0,8,0,0.0,False,False,True
4404675641,International journal of business science & applied management.,171,1,19,52,1.0,11,0,0.0,False,False,True
4210237991,International Journal of Electronic Banking,168,1,5,168,0.958,17,1,0.059,False,False,True
22585208,Advances in consumer research,164,1,47,14,0.714,0,0,0.0,False,False,True
4210189864,The Economics and Finance Letters,164,1,11,114,1.0,14,0,0.0,False,False,True
4210188400,The Journal of Energy Markets,163,1,13,29,1.0,5,0,0.0,False,False,True
131077017,International Journal of Behavioural Accounting and Finance,162,1,7,112,1.0,16,0,0.0,False,False,True
76900604,International Journal of Strategic Change Management,161,1,8,89,1.0,15,1,0.067,False,False,True
4210169265,VISIÓN GERENCIAL,159,1,23,54,1.0,3,0,0.0,False,False,True
4210207244,WPOM - Working Papers on Operations Management,157,1,15,39,1.0,8,0,0.0,False,False,True
191007255,International Review of Environmental and Resource Economics,157,1,18,54,1.0,15,0,0.0,False,False,True
