kernel,n_rows,n_cols,J_bar,J_col,K_bar,mean_row_perp,median_row_perp,max_col_sum,mean_col_sum
C_SS,1642,1642,0.46932330119678617,0.902180861808299,32.288624369101285,48.7066039746548,37.97552935593582,32.65614787506293,1.0
C_II,3085,3085,0.6662469390258734,0.9337778097628094,211.20567115484607,260.09300295143436,230.31663466138983,11.766069596397589,1.0
C_SI,1652,3085,0.5975984261444178,0.9169226701565338,121.6671673750955,215.33286318927574,154.94998603598526,9.206652692896649,0.5354943273905997
C_IS,3085,1652,0.5811605672784925,0.8378783216342821,74.16184780569148,91.40849661317023,79.99279349560268,204.76869806180886,1.8674334140435835
M_S,1652,1652,0.8077609231447102,0.838746548845342,397.54176632584074,407.265950551065,425.1176077010266,77.48188985745,1.0
M_I,3085,3085,0.8798505974085492,0.9084012076489573,1174.9604397363144,1222.6950940534177,1293.2126367614621,19.860559845613516,1.0
