,source_idx,source_name,issn,era_journal_name,era_for_codes,harzing_journal_name,harzing_field,works_count,cited_by_count,wos_journal_name,wos_categories,topic_count,subfield_name,field_name,econ_bus_density,econ_score,bus_score,field_eb
785,23257470,Journal of Property Research,0959-9916,Journal of Property Research,['3502' '3801'],,,722,12638,,,451,Economics and Econometrics,"Economics, Econometrics and Finance",1.0,2,1,E
786,4306509737,Eskişehir Osmangazi Üniversitesi İktisadi ve İdari Bilimler Dergisi,1306-6730,,,,,721,2057,Eskisehir Osmangazi Universitesi IIBF Dergisi-Eskisehir Osmangazi University Journal of Economics and Administrative Sciences,['ECONOMICS'],62,Economics and Econometrics,"Economics, Econometrics and Finance",0.8075313807531381,2,0,E
787,4210178345,Russian Management Journal,1729-7427,,,,,721,1097,Rossiiskii Zhurnal Menedzhmenta-Russian Management Journal,['MANAGEMENT'],80,Development,Social Sciences,0.634703196347032,0,1,X
788,2765073605,European Journal of Economics and Economic Policies Intervention,2052-7764,,,,,720,3141,European Journal of Economics and Economic Policies-Intervention,['ECONOMICS'],292,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.8895184135977338,2,0,E
789,136764900,Journal of Forensic Economics,0898-5510,Journal of Forensic Economics,['3899'],,,717,2797,,,225,Economics and Econometrics,"Economics, Econometrics and Finance",0.7131931166347992,2,0,E
790,2898392467,Future Business Journal,2314-7202,,,,,715,11388,Future Business Journal,['BUSINESS'],82,Accounting,"Business, Management and Accounting",0.65625,0,2,B
791,47824075,Global Economic Review,1226-508X,Global Economic Review,['3502' '3801'],,,715,6213,Global Economic Review,['ECONOMICS'],136,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,3,1,E
792,94083415,Journal of Behavioral Finance,1542-7560,Journal of Behavioral Finance,['3501' '3502'],Journal of Behavioral Finance,F&A,713,15519,Journal of Behavioral Finance,"['ECONOMICS' 'BUSINESS, FINANCE']",507,Finance,"Economics, Econometrics and Finance",0.8564981949458483,3,3,A
793,1076045,Culture and Organization,1475-9551,,,Culture and Organization,Sociology,712,9850,Culture and Organization,['MANAGEMENT'],289,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.7321814254859611,0,2,B
794,2764792399,Investment Analysts Journal,1029-3523,Investment Analysts Journal,['3502'],,,709,5103,Investment Analysts Journal,"['BUSINESS, FINANCE']",309,Finance,"Economics, Econometrics and Finance",1.0,2,2,A
795,2764987631,Academy of Marketing Studies journal,1095-6298,Academy of Marketing Studies Journal,['3506'],,,708,4109,,,129,Marketing,"Business, Management and Accounting",0.6176991150442478,0,2,B
796,4210173397,Journal of Public Finance and Public Choice,2515-6918,,,,,705,1800,Journal of Public Finance and Public Choice,['ECONOMICS'],135,Economics and Econometrics,"Economics, Econometrics and Finance",0.8138528138528138,2,0,E
797,114724389,Journal of African Business,1522-8916,Journal of African Business,['3507'],,,705,13227,Journal of African Business,['BUSINESS'],97,Information Systems,Computer Science,0.7679425837320574,0,2,B
798,4210230127,management revue,0935-9915,Management Revue: the international review of management studies,['3505' '3507'],,,702,7595,Management Revue,['MANAGEMENT'],100,Public Administration,Social Sciences,0.5379746835443038,0,3,B
799,147000529,International Journal of Automotive Technology and Management,1470-9511,,,,,701,5409,International Journal of Automotive Technology and Management,['TRANSPORTATION'],124,Strategy and Management,"Business, Management and Accounting",0.8117913832199547,0,2,B
800,97316453,Cambridge Journal of Regions Economy and Society,1752-1378,,,,,700,33303,Cambridge Journal of Regions Economy and Society,['ECONOMICS'],128,Economics and Econometrics,"Economics, Econometrics and Finance",0.7044967880085653,2,0,E
801,4210220385,Economics,1864-6042,Economics,['3801'],,,700,9029,Economics-The Open Access Open-Assessment E-Journal,['ECONOMICS'],127,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,3,0,E
802,175963831,El Trimestre Económico,0041-3011,El Trimestre Economico,['3801' '3802' '3803'],,,692,3081,TRIMESTRE ECONOMICO,['ECONOMICS'],177,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.8741865509761388,5,0,E
803,4210179146,Business Strategy & Development,2572-3170,,,,,692,7377,Business Strategy and Development,['BUSINESS'],223,Marketing,"Business, Management and Accounting",1.0,0,2,B
804,107183665,Journal of service management,1757-5818,Journal of Service Management,['3506' '3507'],Journal of Service Management,"OR,MS,POM",692,51028,Journal of Service Management,['MANAGEMENT'],359,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.8641750227894257,0,5,B
805,56271844,Information Systems and e-Business Management,1617-9846,,,,,692,18993,Information Systems and E-Business Management,['BUSINESS' 'MANAGEMENT'],129,Management Information Systems,"Business, Management and Accounting",0.41286307053941906,0,2,B
806,4210185932,J for Global Business Advancement,1746-966X,Journal for Global Business Advancement,['3801'],,,689,2297,,,66,Strategy and Management,"Business, Management and Accounting",0.7993079584775087,1,1,X
807,147126554,Panoeconomicus,1452-595X,,,,,689,6977,Panoeconomicus,['ECONOMICS'],162,Finance,"Economics, Econometrics and Finance",1.0,2,0,E
808,16146169,International Journal of Economic Theory,1742-7355,International Journal of Economic Theory,['3801' '3803'],,,689,3337,International Journal of Economic Theory,['ECONOMICS'],245,Economics and Econometrics,"Economics, Econometrics and Finance",1.0,4,0,E
809,4306506978,Contaduría Universidad de Antioquia,0120-4203,,,,,689,1502,Contaduria Universidad de Antioquia,"['BUSINESS, FINANCE']",458,Accounting,"Business, Management and Accounting",0.9421221864951769,1,2,B
810,4210190745,Asia-Pacific Journal of Financial Studies,2041-6156,Asia-Pacific Journal of Financial Studies,['3501' '3502'],,,688,5405,Asia-Pacific Journal of Financial Studies,"['BUSINESS, FINANCE']",290,Accounting,"Business, Management and Accounting",1.0,1,4,B
811,32895864,Actual Problems of Economics,1993-6788,Actual Problems of economics,['3502'],,,687,635,,,270,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.6391304347826087,1,1,X
812,2764945587,International journal of entrepreneurship,1099-9264,International Journal of Entrepreneurship,['3507'],,,686,4605,,,188,Management of Technology and Innovation,"Business, Management and Accounting",0.776536312849162,0,2,B
813,4210193318,Asean Economic Bulletin,0217-4472,ASEAN Economic Bulletin,['3801' '3802' '3803'],,,684,16317,,,296,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.901840490797546,4,0,E
814,170166683,American Economic Journal Macroeconomics,1945-7707,American Economic Journal: Macroeconomics,['3801' '3803'],American Economic Journal: Macroeconomics,Economics,684,55335,American Economic Journal-Macroeconomics,['ECONOMICS'],229,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,5,0,E
815,4210230096,Journal of Accounting and Finance,2158-3625,Journal of Accounting and Finance,['3501' '3502'],,,681,1036,,,111,Accounting,"Business, Management and Accounting",1.0,0,3,B
816,132432621,Journal of International Accounting Auditing and Taxation,1061-9518,"Journal of International Accounting, Auditing and Taxation",['3501'],"Journal of International Accounting, Auditing and Taxation",F&A,678,22980,Journal of International Accounting Auditing and Taxation,"['BUSINESS, FINANCE']",415,Accounting,"Business, Management and Accounting",1.0,2,3,A
817,5486590,International Economics and Economic Policy,1612-4804,International Economics and Economic Policy,['3502' '3801'],,,677,9264,INTERNATIONAL ECONOMICS AND ECONOMIC POLICY,['ECONOMICS'],205,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,3,1,E
818,207154782,Journal of Financial Econometrics,1479-8409,Journal of Financial Econometrics,['3502' '3802'],Journal of Financial Econometrics,Economics,677,29423,Journal of Financial Econometrics,"['ECONOMICS' 'BUSINESS, FINANCE']",406,Finance,"Economics, Econometrics and Finance",1.0,4,2,A
819,4210175713,Economía,0254-4415,Economia,['3801' '3802' '3803'],,,677,2139,Revista Economia,['ECONOMICS'],148,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.4791666666666667,5,0,E
820,148189957,Journal of Management History,1751-1348,,,Journal of Management History,Gen & Strat,676,7447,Journal of Management History,['MANAGEMENT'],296,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",1.0,0,3,B
821,44088940,International Journal of Management Concepts and Philosophy,1478-1484,International Journal of Management Concepts and Philosophy,['3505' '3507'],,,675,1946,,,74,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",1.0,0,3,B
822,40814766,Journal of Marketing for HIGHER EDUCATION,0884-1241,,,,,675,18233,Journal of Marketing for Higher Education,['BUSINESS'],197,Management of Technology and Innovation,"Business, Management and Accounting",0.6924101198402131,0,2,B
823,146380144,International Journal of Business and Emerging Markets,1753-6219,International Journal of Business and Emerging Markets,['3506' '3507'],,,669,1948,,,83,Strategy and Management,"Business, Management and Accounting",0.8333333333333334,0,3,B
824,188742231,International Journal of Innovation Science,1757-2223,International Journal of Innovation Science,['3507'],,,668,10280,International Journal of Innovation Science,['BUSINESS'],157,Strategy and Management,"Business, Management and Accounting",1.0,0,3,B
825,50216583,Journal of Medical Marketing Device Diagnostic and Pharmaceutical Marketing,1745-7904,Journal of Medical Marketing,['3506'],,,668,3829,,,134,Economics and Econometrics,"Economics, Econometrics and Finance",0.5199004975124378,1,1,X
826,139478629,Journal of Business-to-Business Marketing,1051-712X,Journal of Business-to-Business Marketing,['3506' '3507'],Journal of Business-to-Business Marketing,Marketing,666,11117,Journal of Business-to-Business Marketing,['BUSINESS'],240,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.8240131578947368,0,5,B
827,21322974,International Journal of Learning and Change,1740-2875,International Journal of Learning and Change,['3505' '3507'],,,661,2048,,,52,Strategy and Management,"Business, Management and Accounting",0.694300518134715,0,3,B
828,2764347203,Risk Management and Insurance Review,1098-1616,Risk Management and Insurance Review,['3502'],,,661,6714,RISK MANAGEMENT AND INSURANCE REVIEW,"['ECONOMICS' 'BUSINESS, FINANCE']",269,Economics and Econometrics,"Economics, Econometrics and Finance",0.8160714285714286,2,2,A
829,2764678689,Accounting and Finance Research,1927-5986,Accounting and Finance Research,['3501' '3502'],,,656,4113,,,194,Accounting,"Business, Management and Accounting",1.0,0,3,B
830,76295336,Journal of Media Economics,0899-7764,,,,,655,10189,JOURNAL OF MEDIA ECONOMICS,['ECONOMICS'],126,Media Technology,Engineering,0.5477477477477477,1,0,X
831,2764896919,Environmental Economics and Policy Studies,1432-847X,Environmental Economics and Policy Studies,['3801'],,,654,9228,Environmental Economics and Policy Studies,['ECONOMICS'],245,Economics and Econometrics,"Economics, Econometrics and Finance",0.6911942098914354,3,0,E
832,1234856,The Journal of High Technology Management Research,1047-8310,The Journal of High Technology Management Research,['3507'],Journal of High Technology Management Research,Innovation,653,21791,,,250,Strategy and Management,"Business, Management and Accounting",0.8834586466165414,0,3,B
833,2738281210,Review of Business Management,1806-4892,,,,,653,5765,RBGN-Revista Brasileira de Gestao de Negocios,['BUSINESS' 'MANAGEMENT'],130,Information Systems and Management,Decision Sciences,0.6,0,1,X
834,4210208307,Dirección y Organización,1132-175X,,,,,652,1728,Direccion y Organizacion,['MANAGEMENT'],135,Economics and Econometrics,"Economics, Econometrics and Finance",1.0,1,1,X
835,4210188437,Supply Chain Forum an International Journal,1624-6039,Supply Chain Forum: an International Journal,['3507' '3509'],,,651,10064,Supply Chain Forum,['MANAGEMENT'],241,Management Information Systems,"Business, Management and Accounting",1.0,0,4,B
836,40285785,Journal of Applied Economics,1514-0326,Journal of Applied Economics,['3502' '3801'],,,650,14636,Journal of Applied Economics,['ECONOMICS'],160,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,3,1,E
837,153849593,Baltic Journal of Management,1746-5265,Baltic Journal of Management,['3505' '3507'],,,649,13815,Baltic Journal of Management,['MANAGEMENT'],136,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",1.0,0,4,B
838,38613568,Journal of Change Management,1469-7017,Journal of Change Management,['3505' '3507'],,,649,23790,JOURNAL OF CHANGE MANAGEMENT,['MANAGEMENT'],209,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.8645276292335116,0,4,B
839,16069442,Journal of Management Accounting Research,1049-2127,Journal of Management Accounting Research,['3501'],Journal of Management Accounting Research,F&A,647,21559,Journal of Management Accounting Research,"['BUSINESS, FINANCE']",226,Accounting,"Business, Management and Accounting",0.8447121820615796,2,3,A
840,165881774,The B E Journal of Theoretical Economics,1935-1704,,,B.E. Journal of Theoretical Economics,Economics,646,6545,B E Journal of Theoretical Economics,['ECONOMICS'],201,Economics and Econometrics,"Economics, Econometrics and Finance",0.4094292803970223,3,0,E
841,2764555313,International Journal of Business,1083-4346,International Journal of Business,['3502' '3507'],,,646,4467,International Journal of Business,['BUSINESS'],67,Accounting,"Business, Management and Accounting",1.0,0,4,B
842,6014304,Journal of the American Taxation Association,0198-9073,,,Journal of the American Taxation Association,F&A,646,9528,Journal of the American Taxation Association,"['BUSINESS, FINANCE']",381,Accounting,"Business, Management and Accounting",1.0,2,2,A
843,183939566,Sustainability Accounting Management and Policy Journal,2040-8021,,,,,644,20523,Sustainability Accounting Management and Policy Journal,"['MANAGEMENT' 'BUSINESS, FINANCE']",341,Strategy and Management,"Business, Management and Accounting",1.0,1,2,B
844,11394615,Strategic Organization,1476-1270,Strategic Organization,['3505' '3507'],Strategic Organization,Gen & Strat,644,37254,Strategic Organization,['BUSINESS' 'MANAGEMENT'],258,Strategy and Management,"Business, Management and Accounting",1.0,0,5,B
845,4210223136,Estudos Econômicos (São Paulo),0101-4161,Estudos Economicos,['3801' '3802' '3803'],,,642,4001,,,215,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.9189686924493554,4,0,E
846,79989894,International Journal of Managerial Finance,1743-9132,International Journal of Managerial Finance,['3501' '3502'],International Journal of Managerial Finance,F&A,642,13449,International Journal of Managerial Finance,"['BUSINESS, FINANCE']",427,Accounting,"Business, Management and Accounting",1.0,2,4,A
847,66624660,Pacific Accounting Review,0114-0582,Pacific Accounting Review,['3501' '3502'],,,638,11416,Pacific Accounting Review,"['BUSINESS, FINANCE']",256,Accounting,"Business, Management and Accounting",1.0,1,4,B
848,158129444,Journal of Developmental Entrepreneurship,1084-9467,Journal of Developmental Entrepreneurship,['3507'],,,638,12921,Journal of Developmental Entrepreneurship,['BUSINESS'],345,Management of Technology and Innovation,"Business, Management and Accounting",0.8948004836759371,0,3,B
849,4210192575,GLOBAL BUSINESS & FINANCE REVIEW,1088-6931,Global Business and Finance Review,['3502'],,,637,1566,,,49,Accounting,"Business, Management and Accounting",0.4787234042553192,0,2,B
850,164507624,Asian Review of Accounting,1321-7348,Asian Review of Accounting,['3501'],,,637,11282,Asian Review of Accounting,"['BUSINESS, FINANCE']",379,Accounting,"Business, Management and Accounting",1.0,1,3,B
851,71351135,International Journal of Disclosure and Governance,1741-3591,International Journal of Disclosure and Governance,['3501'],,,636,8183,International Journal of Disclosure and Governance,['MANAGEMENT'],310,Accounting,"Business, Management and Accounting",1.0,0,3,B
852,2765036513,Australasian Accounting Business and Finance Journal,1834-2000,Australasian Accounting Business and Finance Journal,['3501' '3502' '3507'],,,635,8878,Australasian Accounting Business and Finance Journal,"['BUSINESS, FINANCE']",93,Accounting,"Business, Management and Accounting",1.0,1,5,B
853,132368879,Journal of Enterprising Culture,0218-4958,Journal of Enterprising Culture,['3505' '3507'],,,635,10641,JOURNAL OF ENTERPRISING CULTURE,['BUSINESS'],371,Management of Technology and Innovation,"Business, Management and Accounting",1.0,0,4,B
854,45044709,International Journal of Organization Theory and Behavior,1093-4537,International Journal of Organization Theory and Behavior,['3505' '3507'],,,633,5323,,,117,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.6324324324324324,0,3,B
855,2764964828,The Journal of Applied Management and Entrepreneurship,1077-1158,Journal of Applied Management and Entrepreneurship,['3505' '3507'],,,633,9700,,,53,Management of Technology and Innovation,"Business, Management and Accounting",1.0,0,3,B
856,31690342,Strategic Entrepreneurship Journal,1932-4391,Strategic Entrepreneurship Journal,['3507'],Strategic Entrepreneurship Journal,Gen & Strat,632,42042,Strategic Entrepreneurship Journal,['BUSINESS' 'MANAGEMENT'],330,Management of Technology and Innovation,"Business, Management and Accounting",1.0,0,4,B
857,68051293,Philosophy of Management,1740-3812,,,,,631,3532,Philosophy of Management,['MANAGEMENT'],156,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.5572519083969466,0,2,B
858,4210188407,Middle East J of Management,2050-3636,,,,,631,1616,Middle East Journal of Management,['MANAGEMENT'],68,Sociology and Political Science,Social Sciences,0.5408163265306123,0,1,X
859,10615428,Journal of Real Estate Literature,0927-7544,Journal of Real Estate Literature,['3502'],,,630,7506,,,328,Economics and Econometrics,"Economics, Econometrics and Finance",1.0,1,1,X
860,4404664192,Journal of securities operations & custody,1753-1802,Journal of Securities Operations and Custody,['3502'],,,630,588,,,83,Finance,"Economics, Econometrics and Finance",1.0,1,1,X
861,152972827,International Journal of Lean Six Sigma,2040-4166,International Journal of Lean Six Sigma,['3507'],,,629,19695,International Journal of Lean Six Sigma,['MANAGEMENT'],524,Management Information Systems,"Business, Management and Accounting",0.9214501510574018,0,3,B
862,52073566,International Journal of Technology Transfer and Commercialisation,1470-6075,International Journal of Technology Transfer and Commercialisation,['3503' '3507'],,,629,2401,,,107,Strategy and Management,"Business, Management and Accounting",1.0,0,3,B
863,4210222895,Meditari Accountancy Research,2049-372X,Meditari Accountancy Research,['3501'],,,629,17469,Meditari Accountancy Research,"['BUSINESS, FINANCE']",252,Strategy and Management,"Business, Management and Accounting",1.0,1,3,B
864,44763245,International Journal of Green Economics,1744-9928,International Journal of Green Economics,['3801' '3802' '3803'],,,627,3421,,,121,Economics and Econometrics,"Economics, Econometrics and Finance",0.6728538283062645,4,0,E
865,144250037,Journal of Applied Accounting Research,0967-5426,Journal of Applied Accounting Research,['3501' '3507'],Journal of Applied Accounting Research,F&A,623,14766,Journal of Applied Accounting Research,"['BUSINESS, FINANCE']",333,Accounting,"Business, Management and Accounting",1.0,2,4,A
866,196118188,International Journal of Services Economics and Management,1753-0822,"International Journal of Services, Economics and Management",['3506' '3507'],,,621,1713,,,122,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.7033333333333334,0,3,B
867,176820844,European Review of Economic History,1361-4916,,,European Review of Economic History,Economics,621,17381,European Review of Economic History,['ECONOMICS'],298,Economics and Econometrics,"Economics, Econometrics and Finance",0.8296422487223168,3,0,E
868,2764978665,Journal of Modern Accounting and Auditing,1548-6583,Journal of Modern Accounting and Auditing,['3501' '3507'],,,621,2329,,,85,Accounting,"Business, Management and Accounting",1.0,0,3,B
869,4210234983,Journal on Innovation and Sustainability RISUS,2179-3565,,,,,621,1405,RISUS-Journal on Innovation and Sustainability,['MANAGEMENT'],74,Information Systems and Management,Decision Sciences,0.44559585492227977,0,1,X
870,2764934467,Iranian economic review,1026-6542,Iranian Economic Review,['3801' '3802' '3803'],,,620,1819,,,132,Economics and Econometrics,"Economics, Econometrics and Finance",1.0,4,0,E
871,75627377,SIAM Journal on Financial Mathematics,1945-497X,,,,,619,10500,SIAM Journal on Financial Mathematics,"['BUSINESS, FINANCE']",481,Finance,"Economics, Econometrics and Finance",0.8886877828054298,2,1,E
872,202264103,Journal of Asia Business Studies,1558-7894,Journal of Asia Business Studies,['3505' '3507'],,,619,10989,Journal of Asia Business Studies,['BUSINESS'],113,Accounting,"Business, Management and Accounting",0.8571428571428571,0,4,B
873,91213080,The Economists Voice,1553-3832,The Economists' Voice,['3801' '3802' '3803'],,,618,3294,Economists Voice,['ECONOMICS'],76,Finance,"Economics, Econometrics and Finance",1.0,5,0,E
874,2764846857,Economics and Business Review/The Poznań University of Economics Review,1643-5877,Economics and Business Review,['3801' '3502'],,,617,2859,Economics and Business Review,['ECONOMICS'],48,Finance,"Economics, Econometrics and Finance",1.0,3,1,E
875,4210218449,Business Ethics the Environment & Responsibility,2694-6416,,,,,616,5211,Business Ethics the Environment & Responsibility,['BUSINESS'],235,Strategy and Management,"Business, Management and Accounting",0.8287461773700305,0,2,B
876,2738413198,Equilibrium Quarterly Journal of Economics and Economic Policy,1689-765X,,,,,616,5677,Equilibrium-Quarterly Journal of Economics and Economic Policy,['ECONOMICS'],61,Political Science and International Relations,Social Sciences,0.7765567765567766,1,0,X
877,4210168739,M n gement,1286-4692,M@n@gement,['3505' '3507'],M@n@gement,Gen & Strat,615,7449,Management,['MANAGEMENT'],179,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.9224806201550387,0,5,B
878,83262020,Journal of International Financial Management and Accounting,0954-1314,Journal of International Financial Management and Accounting,['3501' '3502'],Journal of International Financial Management and Accou,F&A,614,18483,Journal of International Financial Management & Accounting,"['BUSINESS, FINANCE']",262,Accounting,"Business, Management and Accounting",1.0,2,4,A
879,185277049,Journal of Banking Regulation,1745-6452,,,,,613,6625,Journal of Banking Regulation,"['BUSINESS, FINANCE']",366,Finance,"Economics, Econometrics and Finance",1.0,2,1,E
880,196564809,The B E Journal of Macroeconomics,1935-1690,The BE Journal of Macroeconomics,['3502' '3801' '3803'],B.E. Journal of Macroeconomics,Economics,613,7874,B E Journal of Macroeconomics,['ECONOMICS'],266,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",1.0,5,1,E
881,90477801,Journal of transport economics and policy,0022-5258,Journal of Transport Economics and Policy,['3509' '3801'],Journal of Transport Economics and Policy,Economics,611,16709,JOURNAL OF TRANSPORT ECONOMICS AND POLICY,['ECONOMICS' 'TRANSPORTATION'],217,Transportation,Social Sciences,0.4020926756352765,3,2,A
882,4210186350,Journal of Competition Law & Economics,1744-6414,,,,,611,8193,Journal of Competition Law & Economics,['ECONOMICS'],369,Economics and Econometrics,"Economics, Econometrics and Finance",0.9023383768913342,2,0,E
883,68754933,Organization Management Journal,1541-6518,Organization Management Journal,['3505' '3507'],,,609,6978,,,85,Management of Technology and Innovation,"Business, Management and Accounting",0.8878205128205128,0,3,B
884,30370390,Journal of Customer Behaviour,1475-3928,Journal of Customer Behavior,['3506'],,,608,6930,,,87,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.5994397759103641,0,2,B
885,101163346,International Journal of Strategic Property Management,1648-715X,International Journal of Strategic Property Management,['3504'],,,608,10894,International Journal of Strategic Property Management,['MANAGEMENT'],274,Economics and Econometrics,"Economics, Econometrics and Finance",0.6509240246406571,1,2,B
886,2764837506,Indian Journal of Labour Economics,0019-5308,,,,,608,3968,Indian Journal of Labour Economics,['ECONOMICS'],168,General Health Professions,Health Professions,0.4172661870503597,1,0,X
887,4210223036,Mehmet Akif Ersoy Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,2149-1658,,,,,607,1350,Journal of Mehmet Akif Ersoy University Economics and Administrative Sciences Faculty,['ECONOMICS'],45,Economics and Econometrics,"Economics, Econometrics and Finance",1.0,2,0,E
888,4210206322,PharmacoEconomics - Open,2509-4254,,,,,606,5770,Pharmacoeconomics-Open,['ECONOMICS'],207,Economics and Econometrics,"Economics, Econometrics and Finance",0.9137466307277629,2,0,E
889,2913545599,Spanish Journal of Finance and Accounting / Revista Española de Financiación y Contabilidad,0210-2412,Spanish Journal of Finance and Accounting,['3502'],,,606,4785,Spanish Journal of Finance and Accounting-Revista Espanola de Financiacion y Contabilidad,"['BUSINESS, FINANCE']",244,Accounting,"Business, Management and Accounting",1.0,1,3,B
890,84210283,International Journal of Human Resources Development and Management,1465-6612,International Journal of Human Resources Development and Management,['3505' '3507'],,,605,4461,,,88,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",0.8626760563380281,0,3,B
891,178563901,Society and Business Review,1746-5680,Society and Business Review,['3501' '3507'],,,604,11844,Society and Business Review,['BUSINESS'],132,Strategy and Management,"Business, Management and Accounting",0.8886138613861386,0,4,B
892,117685085,The World Bank Research Observer,0257-3032,,,World Bank Research Observer,Economics,603,59395,WORLD BANK RESEARCH OBSERVER,['ECONOMICS'],76,Economics and Econometrics,"Economics, Econometrics and Finance",0.40924092409240925,3,0,E
893,203894561,International Journal of Pharmaceutical and Healthcare Marketing,1750-6123,International Journal of Pharmaceutical and Healthcare Marketing,['3506'],,,602,6734,,,124,Pharmacology,"Pharmacology, Toxicology and Pharmaceutics",0.631578947368421,0,1,X
894,4210172326,Journal of Management and Sustainability,1925-4725,Journal of Management and Sustainability,['3505' '3507'],,,602,4420,,,72,Marketing,"Business, Management and Accounting",0.8986784140969163,0,3,B
895,156003414,Quantitative Economics,1759-7323,Quantitative Economics,['3801' '3802'],Quantitative Economics,Economics,600,13426,Quantitative Economics,['ECONOMICS'],111,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.8257142857142857,5,0,E
896,29581992,Nova Economia,0103-6351,Nova Economia: the journal of the economics department at UFMG,['3801' '3802' '3803'],,,599,3288,,,207,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.897489539748954,4,0,E
897,4210178198,Economy of Ukraine,2522-9303,Ekonomika Ukrainy,['3801' '3802' '3803'],,,598,1752,,,246,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.8107667210440457,4,0,E
898,4210176701,Logforum,1734-459X,,,,,597,3724,LogForum,['MANAGEMENT'],64,Management Information Systems,"Business, Management and Accounting",0.6846473029045643,0,2,B
899,4210176348,Journal of Science and Technology Policy Management,2053-4620,,,,,597,10563,Journal of Science and Technology Policy Management,['MANAGEMENT'],120,Information Systems and Management,Decision Sciences,0.48467966573816157,0,1,X
900,1027187413,Amfiteatru Economic,1582-9146,,,,,596,5508,Amfiteatru Economic,['ECONOMICS' 'BUSINESS' 'MANAGEMENT'],61,Marketing,"Business, Management and Accounting",0.8765957446808511,1,2,B
901,2764953858,Journal of Real Estate Portfolio Management,1083-5547,Journal of Real Estate Portfolio Management,['3502' '3504'],,,594,8358,,,440,Economics and Econometrics,"Economics, Econometrics and Finance",1.0,1,2,B
902,187998666,Comparative Economic Research Central and Eastern Europe,1508-2008,,,,,594,3164,Comparative Economic Research-Central and Eastern Europe,['ECONOMICS'],75,Economics and Econometrics,"Economics, Econometrics and Finance",0.7699680511182109,2,0,E
903,95074589,Review of Accounting and Finance,1475-7702,Review of Accounting and Finance,['3501' '3502'],,,592,9918,Review of Accounting and Finance,"['BUSINESS, FINANCE']",326,Accounting,"Business, Management and Accounting",1.0,1,4,B
904,4210178298,INTERNATIONAL JOURNAL OF MANAGEMENT,0976-6502,International Journal of Management,['3505' '3507'],,,592,1206,,,44,"Management, Monitoring, Policy and Law",Environmental Science,0.5496688741721855,0,2,B
905,2764835697,Asian Development Review,0116-1105,,,,,590,7840,Asian Development Review,['ECONOMICS'],131,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.8604118993135011,2,0,E
906,4210232136,Journal of Current Issues & Research in Advertising,1064-1734,,,,,588,16903,Journal of Current Issues and Research In Advertising,['BUSINESS'],341,Marketing,"Business, Management and Accounting",0.4300126103404792,0,2,B
907,62246846,International Journal of Accounting Auditing and Performance Evaluation,1740-8008,"International Journal of Accounting, Auditing and Performance Evaluation",['3501'],,,588,3920,,,263,Accounting,"Business, Management and Accounting",1.0,0,2,B
908,2737950648,Aestimum,1592-6117,,,,,587,356,Aestimum,['ECONOMICS'],285,"Management, Monitoring, Policy and Law",Environmental Science,0.41365461847389556,1,0,X
909,37660120,Human Resource Development Review,1534-4843,Human Resource Development Review,['3505' '3507'],,,587,35443,Human Resource Development Review,['MANAGEMENT'],212,Applied Psychology,Psychology,0.5383211678832117,0,3,B
910,69024147,South Asia Economic Journal,0973-077X,South Asia Economic Journal,['3801' '3802' '3803'],,,586,4124,,,198,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",0.8778947368421053,4,0,E
911,160156518,International Journal of Fashion Design Technology and Education,1754-3266,,,,,585,7728,International Journal of Fashion Design Technology and Education,['BUSINESS'],165,Museology,Arts and Humanities,0.4722792607802875,0,1,X
