,Name,Group,Class,id,short_id,display_name,hint,cited_by_count,works_count,entity_type,external_id,filter_key
0,"Kwok, Chuck C. Y.",C,Moskowitz Prize,https://openalex.org/A5054813318,authors/A5054813318,Chuck C.Y. Kwok,"University of South Carolina, USA",10301,111,author,https://orcid.org/0000-0003-1886-5478,authorships.author.id
1,"Smith, Wendy K.",T,HCP,https://openalex.org/A5110746760,authors/A5110746760,Wendy K. Smith,"University of Delaware, USA",16767,120,author,https://orcid.org/0000-0002-6019-7699,authorships.author.id
7,"Shiller, Robert J.",C,Nobel Prize,https://openalex.org/A5099376013,authors/A5099376013,Robert J. Shiller,,0,2,author,,authorships.author.id
0,"Goldin, Claudia",C,Nobel Prize,https://openalex.org/A5000387389,authors/A5000387389,Claudia Goldin,"Dartmouth College, USA",27546,384,author,https://orcid.org/0000-0003-3842-1604,authorships.author.id
1,"Deschenes, Olivier",T,HCP,https://openalex.org/A5080582136,authors/A5080582136,Olivier Deschênes,"National Bureau of Economic Research, USA",10137,139,author,https://orcid.org/0000-0002-8737-0068,authorships.author.id
0,"Doepke, Matthias",C,ERC,https://openalex.org/A5075247079,authors/A5075247079,Matthias Doepke,"National Bureau of Economic Research, USA",9258,232,author,https://orcid.org/0000-0001-8073-6138,authorships.author.id
1,"Starks, Laura T.",C,Swedish Skandia Award and Moskowitz Prize,https://openalex.org/A5081692376,authors/A5081692376,Laura T. Starks,,31784,175,author,https://orcid.org/0000-0001-9388-069X,authorships.author.id
0,"Berg, Tobias",C,ERC,https://openalex.org/A5074576628,authors/A5074576628,Tobias Berg,"Goethe University Frankfurt, Germany",3055,136,author,https://orcid.org/0000-0003-2006-6616,authorships.author.id
0,"Morse, Adair",C,Moskowitz Prize,https://openalex.org/A5013391291,authors/A5013391291,Adair Morse,"National Bureau of Economic Research, USA",8197,97,author,,authorships.author.id
1,"Fama, Eugene F.",C,Nobel Prize,https://openalex.org/A5068490503,authors/A5068490503,Michael C. Jensen,"University of Michigan–Ann Arbor, USA",200181,345,author,https://orcid.org/0000-0001-9084-1361,authorships.author.id
1,"Dogan, Eyup",T,HCP,https://openalex.org/A5063329602,authors/A5063329602,Eyüp Doğan,"University of Sharjah, United Arab Emirates",14226,104,author,,authorships.author.id
1,"Pastor, Lubos",C,Moskowitz Prize,https://openalex.org/A5078912696,authors/A5078912696,Ľuboš Pástor,"Center for Economic and Policy Research, USA",26695,149,author,https://orcid.org/0000-0002-7946-8057,authorships.author.id
0,"Calvano, Emilio",C,ERC,https://openalex.org/A5030092162,authors/A5030092162,Emilio Calvano,"Einaudi Institute for Economics and Finance, Italy",1622,44,author,https://orcid.org/0000-0001-5899-6742,authorships.author.id
1,"Marquis, Christopher",C,Several book and paper awards,https://openalex.org/A5018951614,authors/A5018951614,Christopher Marquis,"University of Cambridge, UK",6567,205,author,https://orcid.org/0000-0003-0926-0565,authorships.author.id
0,"Itskhoki, Oleg",C,John_Bates_Clark_Medal,https://openalex.org/A5088518091,authors/A5088518091,Oleg Itskhoki,"Harvard University, USA",5540,123,author,https://orcid.org/0000-0002-5669-0771,authorships.author.id
0,"Venkateswaran, Venky",C,SFI BEST PAPER AWARD,https://openalex.org/A5011891408,authors/A5011891408,Venky Venkateswaran,"The Stern Cardiovascular Foundation, USA",1798,67,author,https://orcid.org/0000-0003-1378-8987,authorships.author.id
8,"Martin, Alberto",C,ERC,https://openalex.org/A5047570390,authors/A5047570390,Alberto Martinetti,"University of Twente, Netherlands",624,86,author,https://orcid.org/0000-0002-9633-1431,authorships.author.id
2,"Casalo, Luis, V",T,HCP,https://openalex.org/A5039082874,authors/A5039082874,Luis V. Casaló,"Universidad de Zaragoza, Spain",13126,147,author,https://orcid.org/0000-0002-9643-2814,authorships.author.id
0,"Sussman, Abigail B.",C,Moskowitz Prize,https://openalex.org/A5027438856,authors/A5027438856,Abigail B. Sussman,"University of Chicago, USA",3231,95,author,https://orcid.org/0000-0002-5333-558X,authorships.author.id
3,"Bauer, Rob",C,Moskowitz Prize,https://openalex.org/A5051441410,authors/A5051441410,Dariusz Wójcik,"National University of Singapore, Singapore",5801,278,author,https://orcid.org/0000-0003-2158-284X,authorships.author.id
1,"Ljungqvist, Alexander",C,ERC,https://openalex.org/A5084233777,authors/A5084233777,Alexander Ljungqvist,"Stockholm School of Economics, Sweden",16457,160,author,https://orcid.org/0000-0002-6823-7771,authorships.author.id
1,"Razzaq, Asif",T,HCP,https://openalex.org/A5108775223,authors/A5108775223,Asif Razzaq,"Urumqi Vocational University, China",12617,127,author,,authorships.author.id
4,"Kline, Patrick",C,Sherwin Rosen Prize,https://openalex.org/A5035282458,authors/A5035282458,Patrick Kline,"Berkeley College, USA",12107,121,author,,authorships.author.id
0,"Le Barbanchon, Thomas",C,ERC,https://openalex.org/A5032219554,authors/A5032219554,Thomas Le Barbanchon,,1110,117,author,https://orcid.org/0000-0001-5329-0214,authorships.author.id
0,"Sadiq, Muhammad",T,HCP,https://openalex.org/A5024449095,authors/A5024449095,Muhammad Sadiq,"Fuzhou University, China",5992,94,author,https://orcid.org/0000-0002-6859-818X,authorships.author.id
0,"Levin, Jonathan",C,John_Bates_Clark_Medal,https://openalex.org/A5069334537,authors/A5069334537,Jonathan Levin,,9602,170,author,https://orcid.org/0000-0002-0975-7195,authorships.author.id
0,"Foucault, Thierry",C,ERC,https://openalex.org/A5109167594,authors/A5109167594,Thierry Foucault,"HEC Paris in Qatar, Qatar",5438,149,author,,authorships.author.id
0,"Biais, Bruno",C,ERC,https://openalex.org/A5006723379,authors/A5006723379,Bruno Biais,"HEC Paris, France",9338,188,author,,authorships.author.id
1,"Dagar, Vishal",T,HCP,https://openalex.org/A5042457507,authors/A5042457507,Vishal Dagar,"Management Development Institute, India",6697,89,author,https://orcid.org/0000-0001-5032-1783,authorships.author.id
0,"Gabaix, Xavier",C,Fischer Black Prize,https://openalex.org/A5069579613,authors/A5069579613,Xavier Gabaix,"National Bureau of Economic Research, USA",28389,202,author,,authorships.author.id
0,"Kasahara, Hiroyuki",C,Nakahara_Prize,https://openalex.org/A5062503131,authors/A5062503131,Hiroyuki Kasahara,"Niigata University, Japan",9010,172,author,https://orcid.org/0000-0001-9413-6117,authorships.author.id
6,"Burgess, Robin",C,ERC,https://openalex.org/A5037028831,authors/A5037028831,Robin Burgess‐Limerick,,3913,232,author,https://orcid.org/0000-0002-4474-9801,authorships.author.id
0,"Hartzmark, Samuel M.",C,Moskowitz Prize,https://openalex.org/A5061802063,authors/A5061802063,Samuel M. Hartzmark,"Boston College, USA",3378,45,author,,authorships.author.id
0,"Karabarbounis, Loukas",C,German_Bernacer_Prize,https://openalex.org/A5069670842,authors/A5069670842,Loukas Karabarbounis,"University of Minnesota System, USA",5189,80,author,,authorships.author.id
8,"Dorn, David",C,Gossen_Prize,https://openalex.org/A5054945129,authors/A5054945129,David Dornbos,"University of Kentucky, USA",3101,172,author,https://orcid.org/0000-0002-0039-0016,authorships.author.id
0,"Dimson, Elroy",C,Moskowitz Prize,https://openalex.org/A5074071848,authors/A5074071848,Elroy Dimson,"University of Cambridge, UK",8938,146,author,https://orcid.org/0000-0003-3776-7988,authorships.author.id
0,"Mitman, Kurt",C,ERC,https://openalex.org/A5087954992,authors/A5087954992,Kurt Mitman,"Economic Policy Institute, USA",2803,85,author,https://orcid.org/0000-0003-3631-1073,authorships.author.id
3,"Sufi, Amir",C,Fischer Black Prize,https://openalex.org/A5042474653,authors/A5042474653,Philip E. Strahan,"Boston College, USA",24267,213,author,https://orcid.org/0000-0001-8634-6659,authorships.author.id
9,"Robin, Jean-Marc",C,ERC,https://openalex.org/A5076299639,authors/A5076299639,Jean‐Marc Robin,"Territoires, France",4941,240,author,https://orcid.org/0000-0002-3574-9359,authorships.author.id
0,"Childe, Stephen J.",T,HCP,https://openalex.org/A5052327280,authors/A5052327280,Stephen J. Childe,"University of Plymouth, UK",15567,129,author,https://orcid.org/0000-0002-9476-4209,authorships.author.id
1,"Zhao, Shikuan",T,HCP,https://openalex.org/A5109119108,authors/A5109119108,Shengfeng Zhao,"China Pharmaceutical University, China",794,99,author,https://orcid.org/0000-0002-3414-9087,authorships.author.id
0,"Cantoni, Davide",C,Gossen_Prize,https://openalex.org/A5061039550,authors/A5061039550,Davide Cantoni,"Ludwig-Maximilians-Universität München, Germany",2169,114,author,https://orcid.org/0000-0002-2654-3519,authorships.author.id
3,"Khan, Zeeshan",T,HCP,https://openalex.org/A5047850522,authors/A5047850522,Zeeshan Khan,"NetApp (United States), USA",23,15,author,,authorships.author.id
0,"Stambaugh, Robert F.",C,Fama–DFA Prize,https://openalex.org/A5023702151,authors/A5023702151,Robert F. Stambaugh,"University of Pennsylvania, USA",33445,149,author,,authorships.author.id
1,"Moxnes, Andreas",C,ERC,https://openalex.org/A5087528377,authors/A5087528377,Andreas Moxnes,"National Bureau of Economic Research, USA",2309,106,author,,authorships.author.id
4,"Yang, Cunyi",T,HCP,https://openalex.org/A5078637517,authors/A5078637517,Yong Tan,"University of Bradford, UK",4269,210,author,https://orcid.org/0000-0002-3482-1574,authorships.author.id
4,"Liu, Xiaoqian",T,HCP,https://openalex.org/A5100683619,authors/A5100683619,Xiaoqian Liu,"Ningbo University, China",3357,236,author,https://orcid.org/0009-0006-1919-6519,authorships.author.id
1,"Manova, Kalina",C,ERC,https://openalex.org/A5113264418,authors/A5113264418,Kalina Manova,"University College London, UK",6784,85,author,,authorships.author.id
0,"Barber, Brad M.",C,Moskowitz Prize,https://openalex.org/A5080437782,authors/A5080437782,Brad M. Barber,,38655,135,author,,authorships.author.id
