,Name,Group,Class,id,short_id,display_name,hint,cited_by_count,works_count,entity_type,external_id,filter_key
7,"Van Nieuwerburgh, Stijn",C,German_Bernacer_Prize,https://openalex.org/A5064406662,authors/A5064406662,Stijn Van Nieuwerburgh,"National Bureau of Economic Research, USA",13493,253,author,https://orcid.org/0000-0002-9797-114X,authorships.author.id
6,"Kaur, Puneet",T,HCP,https://openalex.org/A5008128129,authors/A5008128129,Puneet Kaur,"Guru Nanak Dev University, India",15884,204,author,https://orcid.org/0000-0002-8309-8888,authorships.author.id
1,"Hair, Joseph F.",T,HCP,https://openalex.org/A5021051472,authors/A5021051472,Joseph F. Hair,"University of Alabama, USA",134426,289,author,https://orcid.org/0000-0002-9226-9693,authorships.author.id
1,"Wang, Chih-Wei",T,HCP,https://openalex.org/A5101951923,authors/A5101951923,Chih-Wei Wang,"National Applied Research Laboratories, Taiwan, Province of China",134,5,author,https://orcid.org/0000-0001-9986-130X,authorships.author.id
1,"Bloom, Nicholas",C,German_Bernacer_Prize,https://openalex.org/A5044421873,authors/A5044421873,Nicholas Bloom,"National Bureau of Economic Research, USA",61005,558,author,https://orcid.org/0000-0002-1600-7819,authorships.author.id
4,"Cifuentes-Faura, Javier",T,HCP,https://openalex.org/A5090021185,authors/A5090021185,Javier Cifuentes‐Faura,"Universidad Politécnica de Cartagena, Spain",5301,227,author,https://orcid.org/0000-0001-6763-8525,authorships.author.id
1,"Qin, Meng",T,HCP,https://openalex.org/A5100739961,authors/A5100739961,Meng Qin,"Collaborative Innovation Center of Advanced Microstructures, China",5093,156,author,https://orcid.org/0000-0003-4025-6089,authorships.author.id
1,"Sun, Chuanwang",T,HCP,https://openalex.org/A5072227383,authors/A5072227383,Chuanwang Sun,"Xiamen University, China",9643,190,author,https://orcid.org/0000-0002-1900-4699,authorships.author.id
2,"Feng, Gen-Fu",T,HCP,https://openalex.org/A5100579718,authors/A5100579718,Gen‐Fu Feng,"Xi'an Jiaotong University, China",3787,80,author,,authorships.author.id
0,"Reboredo, Juan C.",T,HCP,https://openalex.org/A5067885599,authors/A5067885599,Juan C. Reboredo,"Universidade de Santiago de Compostela, Spain",9208,115,author,https://orcid.org/0000-0003-3912-9410,authorships.author.id
7,"Miguel, Edward",C,Frisch Medal ,https://openalex.org/A5111439367,authors/A5111439367,Edward Miguel,,561,239,author,,authorships.author.id
0,"Finkelstein, Amy",C,John_Bates_Clark_Medal,https://openalex.org/A5012244489,authors/A5012244489,Amy Finkelstein,"National Bureau of Economic Research, USA",18132,380,author,https://orcid.org/0000-0002-9941-6684,authorships.author.id
1,"Kelly, Bryan",C,Fama-DFA Prize ,https://openalex.org/A5101435735,authors/A5101435735,Bryan Kelly,"Kelly Services (United States), USA",15217,87,author,https://orcid.org/0000-0001-6752-822X,authorships.author.id
5,"Aghion, Philippe",C,John Von Neumann Award,https://openalex.org/A5084984675,authors/A5084984675,Philippe Aghion,"INSEAD, United Arab Emirates",77959,685,author,https://orcid.org/0000-0002-9019-1677,authorships.author.id
0,"Coibion, Olivier",T,HCP,https://openalex.org/A5034004951,authors/A5034004951,Olivier Coibion,"The University of Texas at Austin, USA",14012,373,author,,authorships.author.id
2,"Donthu, Naveen",T,HCP,https://openalex.org/A5074473734,authors/A5074473734,Naveen Donthu,"Georgia State University, USA",37778,188,author,https://orcid.org/0000-0002-8525-3159,authorships.author.id
4,"Shin, Hyun Song",C,R._K._Cho_Economics_Prize,https://openalex.org/A5027298282,authors/A5027298282,Hyun Song Shin,"Bank for International Settlements, Switzerland",28205,488,author,https://orcid.org/0000-0002-0821-2759,authorships.author.id
4,"Banerjee, Abhijit",C,Nobel Prize,https://openalex.org/A5048028100,authors/A5048028100,Abhijit Banerjee,"King's College London, UK",46321,1371,author,https://orcid.org/0000-0001-9923-6088,authorships.author.id
4,"Van Reenen, John",C,Arrow Prize,https://openalex.org/A5004443266,authors/A5004443266,John Van Reenen,"Institute for Fiscal Studies, UK",53944,674,author,https://orcid.org/0000-0001-9153-2907,authorships.author.id
3,"Sarstedt, Marko",C,Several paper's awards,https://openalex.org/A5053369574,authors/A5053369574,Marko Sarstedt,"Babeș-Bolyai University, Romania",192498,526,author,https://orcid.org/0000-0002-5424-4268,authorships.author.id
8,"Schularick, Moritz",C,Gossen_Prize,https://openalex.org/A5063748244,authors/A5063748244,Alan M. Taylor,"Center for Economic and Policy Research, USA",17792,443,author,https://orcid.org/0000-0003-3273-0844,authorships.author.id
0,"Besley, Timothy",C,John Von Neumann Award,https://openalex.org/A5110757928,authors/A5110757928,Timothy Besley,"World Bank, USA",26132,301,author,,authorships.author.id
1,"Wen, Huwei",T,HCP,https://openalex.org/A5071205039,authors/A5071205039,Huwei Wen,"Nanchang University, China",4349,103,author,https://orcid.org/0000-0002-8422-1593,authorships.author.id
1,"Shleifer, Andrei",C,John_Bates_Clark_Medal,https://openalex.org/A5110890240,authors/A5110890240,Andrei Shleifer,"National Bureau of Economic Research, USA",229132,526,author,,authorships.author.id
2,"Kannan, P. K.",T,HCP,https://openalex.org/A5108540278,authors/A5108540278,P. K. Kannan,"University of Maryland, College Park, USA",35,9,author,,authorships.author.id
0,"Zhang, Ning",T,HCP,https://openalex.org/A5100404886,authors/A5100404886,Ning Zhang,"Changchun University of Science and Technology, China",36450,1286,author,https://orcid.org/0000-0002-8781-4925,authorships.author.id
2,"Pathak, Parag A.",C,John_Bates_Clark_Medal,https://openalex.org/A5019266000,authors/A5019266000,Parag A. Pathak,"Massachusetts Institute of Technology, USA",9989,228,author,https://orcid.org/0000-0001-8621-3864,authorships.author.id
2,"Teece, David J.",T,HCP,https://openalex.org/A5028336290,authors/A5028336290,David J. Teece,"Institute for Learning Innovation, USA",45,8,author,,authorships.author.id
4,"He, Feng",T,HCP,https://openalex.org/A5102787568,authors/A5102787568,Feng He,"Zhejiang International Studies University, China",2753,216,author,https://orcid.org/0000-0001-7114-8078,authorships.author.id
7,"Saez, Emmanuel",C,John_Bates_Clark_Medal,https://openalex.org/A5017685817,authors/A5017685817,Emmanuel Saez,"University of California, Berkeley, USA",45464,482,author,,authorships.author.id
3,"Feng, Chao",T,HCP,https://openalex.org/A5017413913,authors/A5017413913,Chao Feng,"Jiangnan University, China",1999,100,author,https://orcid.org/0000-0003-3259-562X,authorships.author.id
2,"Tian, Xuan",T,HCP,https://openalex.org/A5103000178,authors/A5103000178,Xuan Tian,"Peking University, China",477,50,author,https://orcid.org/0000-0002-3994-0425,authorships.author.id
0,"Zhao, Xin",T,HCP,https://openalex.org/A5019676309,authors/A5019676309,Xin Zhao,"Kunming University of Science and Technology, China",3890,298,author,https://orcid.org/0000-0001-6310-2715,authorships.author.id
0,"Card, David",C,Nobel Prize,https://openalex.org/A5090324651,authors/A5090324651,David Card,"National Bureau of Economic Research, USA",58428,689,author,https://orcid.org/0000-0001-6914-6698,authorships.author.id
2,"Chesbrough, Henry",T,HCP,https://openalex.org/A5077965593,authors/A5077965593,Henry Chesbrough,"Berkeley College, USA",49756,205,author,https://orcid.org/0000-0002-3121-2394,authorships.author.id
3,"Flavian, Carlos",T,HCP,https://openalex.org/A5044113079,authors/A5044113079,Carlos Flavián,"Universidad de Zaragoza, Spain",25238,293,author,https://orcid.org/0000-0001-7118-9013,authorships.author.id
1,"Serafeim, George",T,HCP,https://openalex.org/A5006610838,authors/A5006610838,George Serafeim,"Harvard University, USA",25144,272,author,https://orcid.org/0000-0002-1528-6473,authorships.author.id
0,"Kowalkowski, Christian",T,HCP,https://openalex.org/A5001255461,authors/A5001255461,Christian Kowalkowski,"Linköping University, Sweden",9092,216,author,https://orcid.org/0000-0002-4081-9737,authorships.author.id
0,"Rizvi, Syed Kumail Abbas",T,HCP,https://openalex.org/A5087925937,authors/A5087925937,Syed Kumail Abbas Rizvi,"Purdue University West Lafayette, USA",4870,79,author,https://orcid.org/0000-0003-1246-0912,authorships.author.id
0,"Giglio, Stefano",C,Moskowitz Prize,https://openalex.org/A5013077462,authors/A5013077462,Stefano Giglio,"National Bureau of Economic Research, USA",9393,144,author,https://orcid.org/0000-0002-7703-2671,authorships.author.id
1,"Haenlein, Michael",T,HCP,https://openalex.org/A5002909072,authors/A5002909072,Michael Haenlein,"University of Liverpool, UK",38401,89,author,https://orcid.org/0000-0001-6175-4947,authorships.author.id
3,"Wooldridge, Jeffrey M.",T,HCP,https://openalex.org/A5084771969,authors/A5084771969,Jeffrey M. Wooldridge,"Michigan State University, USA",82472,230,author,https://orcid.org/0000-0002-1579-6406,authorships.author.id
0,"Du, Kerui",T,HCP,https://openalex.org/A5033994682,authors/A5033994682,Kerui Du,"Twitter (United States), USA",7711,80,author,https://orcid.org/0000-0001-7388-7018,authorships.author.id
0,"Autor, David",C,Special Heinz Award,https://openalex.org/A5029839974,authors/A5029839974,David Autor,"National Bureau of Economic Research, USA",64051,333,author,,authorships.author.id
4,"Stroebel, Johannes",C,Fischer Black Prize,https://openalex.org/A5062207917,authors/A5062207917,Johannes Ströbel,"Allgemeiner Deutscher Automobil Club, Germany",4533,185,author,https://orcid.org/0000-0002-2124-1116,authorships.author.id
4,"Taylor, Alan M.",C,Sanwa Prize in International Economics and Financial Markets,https://openalex.org/A5063748244,authors/A5063748244,Alan M. Taylor,"Center for Economic and Policy Research, USA",17792,443,author,https://orcid.org/0000-0003-3273-0844,authorships.author.id
0,"Rossi, Barbara",C,ERC,https://openalex.org/A5059374703,authors/A5059374703,Barbara Rossi,"Oxford Research Group, UK",2858,185,author,https://orcid.org/0000-0001-6228-0309,authorships.author.id
1,"Zhao, Jun",T,HCP,https://openalex.org/A5100358003,authors/A5100358003,Jun Zhao,"Xinjiang Medical University, China",14122,588,author,https://orcid.org/0000-0001-9096-103X,authorships.author.id
1,"Kristoufek, Ladislav",T,HCP,https://openalex.org/A5083821951,authors/A5083821951,Ladislav Krištoufek,"Charles University, Czechia",8360,187,author,,authorships.author.id
6,"Duflo, Esther",C,Nobel Prize,https://openalex.org/A5015565298,authors/A5015565298,Esther Duflo,"National Bureau of Economic Research, USA",62223,1393,author,,authorships.author.id
5,"Robinson, James A.",C,Nobel Prize,https://openalex.org/A5014156593,authors/A5014156593,James A. Robinson,"University of Nigeria, Nigeria",57630,433,author,https://orcid.org/0000-0002-8028-0393,authorships.author.id
0,"Zhang, Bohui",T,HCP,https://openalex.org/A5007132849,authors/A5007132849,Bohui Zhang,"Shanghai University of Electric Power, China",5497,200,author,https://orcid.org/0000-0002-5458-6487,authorships.author.id
4,"Tirole, Jean",C,Nobel Prize,https://openalex.org/A5110429533,authors/A5110429533,Jean Tirole,"National Bureau of Economic Research, USA",92990,536,author,,authorships.author.id
1,"Xiu, Dacheng",C,SFI BEST PAPER AWARD,https://openalex.org/A5050253426,authors/A5050253426,Dacheng Xiu,"National Bureau of Economic Research, USA",7798,99,author,https://orcid.org/0000-0002-2250-0861,authorships.author.id
1,"Greenstone, Michael",C,Andrew Carnegie Fellow Award,https://openalex.org/A5077574905,authors/A5077574905,Michael Greenstone,"National Bureau of Economic Research, USA",35783,445,author,https://orcid.org/0000-0002-2364-2810,authorships.author.id
0,"He, Zhiguo",C,SFI BEST PAPER AWARD,https://openalex.org/A5050154269,authors/A5050154269,Zhiguo He,"Zhejiang Ocean University, China",2913,224,author,https://orcid.org/0000-0002-0612-9062,authorships.author.id
0,"Malmendier, Ulrike",C,Fischer Black Prize,https://openalex.org/A5051751338,authors/A5051751338,Ulrike Malmendier,"National Bureau of Economic Research, USA",24402,191,author,https://orcid.org/0000-0002-2786-4365,authorships.author.id
0,"Gennaioli, Nicola",C,ERC,https://openalex.org/A5050249057,authors/A5050249057,Nicola Gennaioli,"Bocconi University, Italy",13337,182,author,,authorships.author.id
6,"Zucman, Gabriel",C,German_Bernacer_Prize,https://openalex.org/A5090091703,authors/A5090091703,Gabriel Zucman,,12056,189,author,,authorships.author.id
0,"Koijen, Ralph S. J.",C,German_Bernacer_Prize,https://openalex.org/A5083877502,authors/A5083877502,Ralph S. J. Koijen,"National Bureau of Economic Research, USA",8403,190,author,,authorships.author.id
4,"Che, Yeon-Koo",C,R._K._Cho_Economics_Prize,https://openalex.org/A5060447177,authors/A5060447177,Yeon‐Koo Che,"Dalian Maritime University, China",8453,205,author,https://orcid.org/0000-0002-8985-2554,authorships.author.id
8,"Bhalotra, Sonia",C,ERC,https://openalex.org/A5108935070,authors/A5108935070,Sonia Bhalotra,"IZA - Institute of Labor Economics, Germany",0,3,author,,authorships.author.id
2,"Sun, Guanglin",T,HCP,https://openalex.org/A5088539082,authors/A5088539082,Guanglin Sun,"Nanjing University of Finance and Economics, China",1955,34,author,,authorships.author.id
0,"Shao, Xuefeng",T,HCP,https://openalex.org/A5090095130,authors/A5090095130,Xuefeng Shao,"Jilin University of Finance and Economics, China",4990,106,author,https://orcid.org/0000-0002-4267-9600,authorships.author.id
1,"Yu, Zhang",T,HCP,https://openalex.org/A5100697310,authors/A5100697310,Zhang Yu,"Beijing Union University, China",11952,343,author,https://orcid.org/0009-0006-7286-7625,authorships.author.id
3,"Philippon, Thomas",C,German_Bernacer_Prize,https://openalex.org/A5109486762,authors/A5109486762,Thomas Philippon,"New York University, USA",8631,152,author,,authorships.author.id
1,"Yang, Lili",T,HCP,https://openalex.org/A5070434985,authors/A5070434985,Lili Yang,"Shanghai Jiao Tong University, China",3708,231,author,https://orcid.org/0000-0002-7070-9723,authorships.author.id
2,"Angrist, Joshua",C,Nobel Prize,https://openalex.org/A5052500610,authors/A5052500610,Philip Oreopoulos,"University of Toronto, Canada",14300,225,author,https://orcid.org/0000-0003-4957-4972,authorships.author.id
0,"Irfan, Muhammad",T,HCP,https://openalex.org/A5008426853,authors/A5008426853,Muhammad Irfan,"European University of Lefke, Turkey",19716,337,author,https://orcid.org/0000-0003-1446-583X,authorships.author.id
9,"Kremer, Michael",C,Nobel Prize,https://openalex.org/A5060020577,authors/A5060020577,Michael Kremer,"University of Chicago, USA",2341,182,author,https://orcid.org/0000-0002-4382-817X,authorships.author.id
2,"Imbens, Guido W.",C,Nobel Prize,https://openalex.org/A5052726702,authors/A5052726702,Guido W. Imbens,"Stanford University, USA",69736,436,author,https://orcid.org/0000-0002-4846-7326,authorships.author.id
3,"Andrews, Isaiah",C,John_Bates_Clark_Medal,https://openalex.org/A5114167505,authors/A5114167505,Isaiah Andrews,"IIT@MIT, USA",2830,90,author,,authorships.author.id
4,"Jackson, Matthew O.",C,John Von Neumann Award,https://openalex.org/A5044618645,authors/A5044618645,Matthew O. Jackson,"Stanford University, USA",35319,436,author,https://orcid.org/0000-0001-9846-4249,authorships.author.id
0,"Yue, Pengpeng",T,HCP,https://openalex.org/A5079950477,authors/A5079950477,Pengpeng Yue,"Beijing Technology and Business University, China",1837,35,author,https://orcid.org/0000-0002-5210-4309,authorships.author.id
0,"Rogerson, Richard",C,R._K._Cho_Economics_Prize,https://openalex.org/A5047967901,authors/A5047967901,Richard Rogerson,"National Bureau of Economic Research, USA",18449,295,author,,authorships.author.id
0,"Lundborg, Petter",C,Assar_Lindbeck_Medal,https://openalex.org/A5078292365,authors/A5078292365,Petter Lundborg,"Lund University, Sweden",4435,143,author,,authorships.author.id
2,"Chetty, Raj",C,John_Bates_Clark_Medal,https://openalex.org/A5051484328,authors/A5051484328,Raj Chetty,"National Bureau of Economic Research, USA",29819,295,author,https://orcid.org/0000-0001-8610-8546,authorships.author.id
0,"Mazzucato, Mariana",C,John Von Neumann Award,https://openalex.org/A5069443386,authors/A5069443386,Mariana Mazzucato,"The London College, UK",12053,237,author,https://orcid.org/0000-0001-9183-5000,authorships.author.id
0,"Hendren, Nathaniel",C,Presidential Early Career Award for Scientists and Engineers,https://openalex.org/A5008884407,authors/A5008884407,Nathaniel Hendren,"National Bureau of Economic Research, USA",14895,671,author,https://orcid.org/0000-0002-6385-6506,authorships.author.id
1,"Athey, Susan",C,John Von Neumann Award,https://openalex.org/A5001211242,authors/A5001211242,Susan Athey,,21393,370,author,https://orcid.org/0000-0001-6934-562X,authorships.author.id
6,"Pedersen, Lasse Heje",C,German_Bernacer_Prize,https://openalex.org/A5022954104,authors/A5022954104,Lasse Heje Pedersen,"Copenhagen Business School, Denmark",33101,216,author,https://orcid.org/0000-0001-7126-5530,authorships.author.id
1,"Inoue, Atsushi",C,Nakahara_Prize,https://openalex.org/A5110282172,authors/A5110282172,Atsushi Inoue,"Vanderbilt University, USA",12465,545,author,,authorships.author.id
0,"Moon, Hyungsik Roger",C,R._K._Cho_Economics_Prize,https://openalex.org/A5053993503,authors/A5053993503,Hyungsik Roger Moon,"University of Southern California, USA",5252,182,author,https://orcid.org/0000-0002-5626-1600,authorships.author.id
0,"Strausz, Roland",C,ERC,https://openalex.org/A5021899039,authors/A5021899039,Roland Strausz,"Humboldt-Universität zu Berlin, Germany",2501,130,author,https://orcid.org/0000-0001-7111-1486,authorships.author.id
4,"He, Guojun",T,HCP,https://openalex.org/A5111562659,authors/A5111562659,Guojun He,"Xuzhou Medical College, China",1320,49,author,https://orcid.org/0009-0006-4802-8098,authorships.author.id
2,"Restrepo, Pascual",C,Nobel Prize major coauthor,https://openalex.org/A5011062401,authors/A5011062401,Pascual Restrepo,"Yale University, USA",18710,106,author,,authorships.author.id
0,"Gentzkow, Matthew",C,John_Bates_Clark_Medal,https://openalex.org/A5008542297,authors/A5008542297,Matthew Gentzkow,"National Bureau of Economic Research, USA",27597,208,author,https://orcid.org/0000-0001-7758-8656,authorships.author.id
0,"Bolton, Patrick",C,ERC,https://openalex.org/A5102899198,authors/A5102899198,Patrick Bolton,"UNSW Sydney, Australia",26297,409,author,https://orcid.org/0000-0002-3401-553X,authorships.author.id
0,"Jiang, Qingzhe",T,HCP,https://openalex.org/A5108661898,authors/A5108661898,Qingzhe Jiang,"University of International Business and Economics, China",3935,89,author,,authorships.author.id
1,"Rust, Roland T.",T,HCP,https://openalex.org/A5037954003,authors/A5037954003,Roland T. Rust,,34880,226,author,https://orcid.org/0000-0003-2433-7719,authorships.author.id
4,"Gali, Jordi",C,ERC,https://openalex.org/A5086849054,authors/A5086849054,Jordi Galimany Masclans,,35,70,author,,authorships.author.id
0,"Lu, Yi",T,HCP,https://openalex.org/A5113836277,authors/A5113836277,Yi Lu,"Hainan General Hospital, China",1079,114,author,https://orcid.org/0000-0003-1642-8442,authorships.author.id
2,"Krishnamurthy, Arvin",C,SFI BEST PAPER AWARD,https://openalex.org/A5101497042,authors/A5101497042,Arvind Krishnamurthy,"Google (United States), USA",31911,507,author,https://orcid.org/0000-0002-9505-9528,authorships.author.id
0,"Hansen, Lars Peter",C,Nobel Prize,https://openalex.org/A5071003992,authors/A5071003992,Lars Peter Hansen,"National Bureau of Economic Research, USA",44990,359,author,https://orcid.org/0000-0003-0035-8558,authorships.author.id
0,"Flammer, Caroline",C,Moskowitz Prize,https://openalex.org/A5062974091,authors/A5062974091,Caroline Flammer,"National Bureau of Economic Research, USA",10411,86,author,https://orcid.org/0000-0001-6295-0915,authorships.author.id
6,"Belanche, Daniel",T,HCP,https://openalex.org/A5020041555,authors/A5020041555,Simon Bell,"Estonian University of Life Sciences, Estonia",6923,281,author,https://orcid.org/0000-0002-0986-3887,authorships.author.id
0,"Hanson, Gordon",C,NBER and SLI fellow,https://openalex.org/A5031353967,authors/A5031353967,Gordon Hanson,"Harvard University, USA",29737,327,author,https://orcid.org/0000-0001-5798-140X,authorships.author.id
1,"Veldkamp, Laura",C,SFI BEST PAPER AWARD,https://openalex.org/A5013719629,authors/A5013719629,Justin Wolfers,"Helen Newberry Joy Hospital, USA",18462,234,author,https://orcid.org/0000-0001-7939-103X,authorships.author.id
0,"Gambardella, Alfonso",C,ERC,https://openalex.org/A5069038720,authors/A5069038720,Alfonso Gambardella,"Bocconi University, Italy",12710,316,author,https://orcid.org/0000-0002-8714-5813,authorships.author.id
3,"Foss, Nicolai J.",T,HCP,https://openalex.org/A5042599675,authors/A5042599675,Nicolai J. Foss,"Hong Kong Polytechnic University, Hong Kong",25024,516,author,https://orcid.org/0000-0003-2049-8347,authorships.author.id
0,"Sautner, Zacharias",T,HCP,https://openalex.org/A5046526188,authors/A5046526188,Zacharias Sautner,"University of Zurich, Switzerland",9853,103,author,https://orcid.org/0000-0002-0780-6571,authorships.author.id
0,"Kuchler, Theresa",C,Moskowitz Prize,https://openalex.org/A5006578976,authors/A5006578976,Theresa Kuchler,"New York University, USA",4777,97,author,https://orcid.org/0000-0001-8542-4993,authorships.author.id
0,"Mukoyama, Toshihiko",C,Nakahara_Prize,https://openalex.org/A5022573826,authors/A5022573826,Toshihiko Mukoyama,"Georgetown University, USA",1975,98,author,,authorships.author.id
1,"Moll, Benjamin",C,German_Bernacer_Prize,https://openalex.org/A5032528341,authors/A5032528341,Benjamin Moll,"London School of Economics and Political Science, UK",6331,85,author,,authorships.author.id
1,"Moll, Benjamin",C,ERC,https://openalex.org/A5032528341,authors/A5032528341,Benjamin Moll,"London School of Economics and Political Science, UK",6331,85,author,,authorships.author.id
1,"Burke, Marshall",C,bet paper awards,https://openalex.org/A5042407637,authors/A5042407637,Marshall Burke,"Stanford University, USA",27393,308,author,https://orcid.org/0000-0003-4288-5858,authorships.author.id
3,"Reis, Ricardo",C,German_Bernacer_Prize,https://openalex.org/A5006318958,authors/A5006318958,Ricardo Reis,"National Bureau of Economic Research, USA",10737,249,author,https://orcid.org/0000-0003-4844-9483,authorships.author.id
5,"Zhang, Weike",T,HCP,https://openalex.org/A5101610022,authors/A5101610022,Weike Zhang,"Nanyang Technological University, Singapore",1233,76,author,https://orcid.org/0000-0001-8402-0102,authorships.author.id
9,"Huang, Ming-Hui",T,HCP,https://openalex.org/A5067763065,authors/A5067763065,Ming‐Hui Huang,,11051,149,author,https://orcid.org/0000-0001-8954-3172,authorships.author.id
2,"Mohsin, Muhammad",T,HCP,https://openalex.org/A5032315594,authors/A5032315594,Muhammad Mohsin,"National Institute for Biotechnology and Genetic Engineering, Pakistan",1938,108,author,https://orcid.org/0000-0001-7101-6323,authorships.author.id
0,"Kostova, Tatiana",T,HCP,https://openalex.org/A5061656331,authors/A5061656331,Tatiana Kostova,,22296,71,author,,authorships.author.id
4,"Obstfeld, Maurice",C,John Von Neumann Award,https://openalex.org/A5018047996,authors/A5018047996,Maurice Obstfeld,"National Bureau of Economic Research, USA",31464,440,author,https://orcid.org/0000-0003-2746-8538,authorships.author.id
1,"Bansal, Pratima",T,HCP,https://openalex.org/A5046485145,authors/A5046485145,Pratima Bansal,"Western University, Canada",23118,142,author,https://orcid.org/0000-0002-7899-9622,authorships.author.id
4,"Allcott, Hunt",C,Atkinson Award,https://openalex.org/A5086150821,authors/A5086150821,David Knoke,"University of Minnesota, USA",18603,435,author,,authorships.author.id
0,"Nanda, Ramana",C,ERC,https://openalex.org/A5050841292,authors/A5050841292,Ramana Nanda,"Harvard University, USA",6456,172,author,https://orcid.org/0000-0001-7920-7730,authorships.author.id
3,"Gaechter, Simon",C,ERC,https://openalex.org/A5109907907,authors/A5109907907,Simon Gächter,,36677,198,author,,authorships.author.id
4,"Eeckhout, Jan",C,ERC,https://openalex.org/A5043222365,authors/A5043222365,Jan Eeckhout,"Institució Catalana de Recerca i Estudis Avançats, Spain",5749,119,author,https://orcid.org/0000-0001-6509-4296,authorships.author.id
0,"Yogo, Motohiro",C,SFI BEST PAPER AWARD,https://openalex.org/A5048794076,authors/A5048794076,Motohiro Yogo,"National Bureau of Economic Research, USA",9868,138,author,https://orcid.org/0000-0001-8778-778X,authorships.author.id
1,"Kunz, Werner H.",T,HCP,https://openalex.org/A5053767623,authors/A5053767623,Werner H. Kunz,"Boston University, USA",7606,139,author,https://orcid.org/0000-0001-6264-183X,authorships.author.id
3,"Nakamura, Emi",C,John_Bates_Clark_Medal,https://openalex.org/A5055718351,authors/A5055718351,Emi Nakamura,"Juntendo University, Japan",8349,181,author,https://orcid.org/0000-0003-1926-2118,authorships.author.id
3,"Greenwood, Robin",C,SFI BEST PAPER AWARD,https://openalex.org/A5110548704,authors/A5110548704,Robin Greenwood,"Boston University, USA",9382,145,author,,authorships.author.id
3,"Blanchard, Olivier",C,John Von Neumann Award,https://openalex.org/A5022245853,authors/A5022245853,Olivier Blanchard,,1344,35,author,https://orcid.org/0000-0002-6876-6382,authorships.author.id
2,"Maggiori, Matteo",C,German_Bernacer_Prize,https://openalex.org/A5065807417,authors/A5065807417,Matteo Maggiori,,5340,241,author,,authorships.author.id
0,"Rodrik, DanI",C,John Von Neumann Award,https://openalex.org/A5113832316,authors/A5113832316,Dani Rodrik,"National Bureau of Economic Research, USA",67580,540,author,,authorships.author.id
2,"Yang, Xiaodong",T,HCP,https://openalex.org/A5100755418,authors/A5100755418,Xiaodong Yang,"Shihezi University, China",4272,331,author,https://orcid.org/0000-0002-4701-1204,authorships.author.id
2,"Murphy, Kevin M.",C,John Von Neumann Award,https://openalex.org/A5103962165,authors/A5103962165,Kevin M. Murphy,"Mercy University Hospital, Ireland",792,15,author,,authorships.author.id
1,"Mikalef, Patrick",T,HCP,https://openalex.org/A5076679564,authors/A5076679564,Patrick Mikalef,"Norwegian University of Science and Technology, Norway",15639,190,author,https://orcid.org/0000-0002-6788-2277,authorships.author.id
0,"Kojima, Fuhito",C,Nakahara_Prize,https://openalex.org/A5072023922,authors/A5072023922,Fuhito Kojima,"Japan University of Economics, Japan",3792,113,author,https://orcid.org/0000-0002-1154-2652,authorships.author.id
3,"Fuchs-Schuendeln, Nicola",C,Gossen_Prize,https://openalex.org/A5059233879,authors/A5059233879,Nicola Fuchs-Schuendeln,,38,13,author,,authorships.author.id
5,"Dubois, Pierre",C,ERC,https://openalex.org/A5047599158,authors/A5047599158,Pierre Dubois,"Toulouse School of Economics, France",2837,351,author,https://orcid.org/0000-0002-9077-6843,authorships.author.id
1,"Hsiang, Solomon",C,Andrew Carnegie Fellow Award,https://openalex.org/A5056371388,authors/A5056371388,Solomon Hsiang,"Stanford University, USA",18861,241,author,https://orcid.org/0000-0002-2074-0829,authorships.author.id
1,"Harstad, Bard",C,ERC,https://openalex.org/A5112601992,authors/A5112601992,Bård Harstad,"Stanford University, USA",1879,99,author,,authorships.author.id
9,"Ren, Siyu",T,HCP,https://openalex.org/A5007862675,authors/A5007862675,Siyu Ren,"Jiangsu Normal University, China",880,30,author,,authorships.author.id
4,"Deaton, Angus",C,Nobel Prize,https://openalex.org/A5036192906,authors/A5036192906,Angus Deaton,,66951,664,author,https://orcid.org/0000-0002-9222-8023,authorships.author.id
8,"Li, Zhenghui",T,HCP,https://openalex.org/A5100696694,authors/A5100696694,Zhenghui Li,"China Geological Survey, China",307,36,author,https://orcid.org/0000-0002-7864-5947,authorships.author.id
0,"Spiliotis, Evangelos",T,HCP,https://openalex.org/A5015832946,authors/A5015832946,Evangelos Spiliotis,"National Technical University of Athens, Greece",5118,102,author,https://orcid.org/0000-0002-1854-1206,authorships.author.id
0,"Makridakis, Spyros",T,HCP,https://openalex.org/A5022353147,authors/A5022353147,Spyros Makridakis,"University of Nicosia, Cyprus",20378,208,author,https://orcid.org/0000-0003-2519-8095,authorships.author.id
1,"Nambisan, Satish",T,HCP,https://openalex.org/A5044791619,authors/A5044791619,Keld Laursen,"Copenhagen Business School, Denmark",16286,147,author,https://orcid.org/0000-0002-2763-3989,authorships.author.id
4,"Tenreyro, Silvana",C,ERC,https://openalex.org/A5110809939,authors/A5110809939,Francesco Caselli,"University of Essex, UK",9552,130,author,,authorships.author.id
0,"Gawer, Annabelle",T,HCP,https://openalex.org/A5034801924,authors/A5034801924,Annabelle Gawer,"University of Surrey, UK",14708,107,author,https://orcid.org/0000-0001-9919-9088,authorships.author.id
