unit_idx,unit_type,name,issn,field_eb,country_code,a_p,v_EBAX,rank_EBAX,v_E,rank_E,v_B,rank_B,v_A,rank_A,v_X,rank_X,v_eps1,rank_eps1,ext_balance
23254222,source,American Economic Review,0002-8282,E,,484,16.7379,1,15.6697,2,,779,,127,,54,7.20219,1,0.915959
1341575764,institution,Federal Reserve Bank of Minneapolis,,,US,44.3056,20.8922,1,20.2104,1,3.07989,63,,1743,,1658,9.20469,1,0.920414
1321305853,institution,National Bureau of Economic Research,,,US,302.119,12.6571,2,12.2197,2,7.25877,1,12.956,7,0.495904,1199,5.64303,2,0.844975
203860005,source,The Quarterly Journal of Economics,0033-5533,E,,208,16.3774,2,15.6886,1,,779,,127,,54,6.93547,2,0.829402
95464858,source,Econometrica,0012-9682,E,,324,13.4937,3,13.1713,3,,779,,127,,54,5.04612,5,0.907302
1279858714,institution,Center for Economic and Policy Research,,,US,203.24,9.91895,3,9.07868,3,3.8697,31,11.2613,11,0.194682,1479,4.89702,4,0.82021
5353659,source,The Journal of Finance,0022-1082,E,,188,10.4119,4,7.66249,7,,779,,127,,54,5.13739,4,0.910562
40347166,institution,University of Chicago,,,US,550.117,8.29716,4,8.80157,6,4.62092,16,6.06807,39,0.45501,1244,4.14546,7,0.800762
142990027,source,Journal of Marketing,0022-2429,B,,42,9.36169,5,,580,9.98697,1,,127,,54,5.6979,3,0.867632
97018004,institution,Stanford University,,,US,507.41,7.36703,5,7.02614,10,5.91492,3,8.72204,16,0.418535,1281,3.75158,8,0.714653
127708089,source,Journal of Economic Literature,0022-0515,E,,142,9.24134,6,8.6533,5,,779,,127,,54,4.41828,7,0.698198
20089843,institution,Princeton University,,,US,284.945,7.11044,6,7.75065,8,0.948579,637,4.53485,57,0.332865,1356,2.96873,23,0.712168
154570441,institution,"University of California, Santa Barbara",,,US,145.22,7.01629,7,8.96067,5,1.72893,225,,1743,0.148587,1519,2.9858,20,0.637147
4210173904,source,Brookings Papers on Economic Activity,0007-2303,E,,17,9.15397,7,9.01961,4,,779,,127,,54,4.22797,10,0.449438
57502794,institution,Federal Reserve Bank of Philadelphia,,,US,53.8968,6.55162,8,6.29769,14,1.86605,188,16.4092,3,,1658,2.96885,22,0.737336
95323914,source,Journal of Political Economy,0022-3808,E,,319,9.13995,8,8.48101,6,,779,,127,,54,3.80461,13,0.91543
2801851002,institution,Harvard University Press,,,US,238.509,6.52897,9,7.39399,9,2.83732,76,6.06718,40,0.137497,1538,3.1889,14,0.718417
149240962,source,Journal of Financial Economics,0304-405X,A,,629,8.98658,9,,580,,779,8.48123,1,,54,4.93964,6,0.915732
32971472,institution,Yale University,,,US,360.486,6.20911,10,6.52813,12,3.61842,40,8.02405,24,0.448313,1253,2.85617,25,0.682232
27614628,source,Academy of Management Annals,1941-6067,B,,107,8.24204,10,,580,8.47731,2,,127,,54,4.40319,8,0.489346
170137484,source,Review of Financial Studies,0893-9454,E,,513,7.7688,11,6.04579,12,,779,,127,,54,3.94727,11,0.913735
19990318,institution,Federal Reserve Bank of San Francisco,,,US,57.8111,6.00076,11,5.22412,19,1.50195,300,0.765096,698,,1658,3.18645,15,0.838035
88935262,source,The Review of Economic Studies,0034-6527,E,,412,7.34545,12,7.10978,8,,779,,127,,54,3.09672,17,0.851046
2802905149,institution,Federal Reserve Board of Governors,,,US,255.688,5.99647,12,5.06489,21,2.21559,131,7.39323,29,,1658,3.33021,10,0.813589
43638361,institution,Federal Reserve Bank of New York,,,US,67.214,5.98993,13,5.29124,18,1.00654,587,7.29617,30,,1658,2.98261,21,0.74086
170166683,source,American Economic Journal Macroeconomics,1945-7707,E,,223,6.99641,13,6.72865,10,,779,,127,,54,2.92827,20,0.862385
61544103,institution,London Business School,,,GB,167.126,5.9267,14,9.03601,4,4.20955,24,2.74137,116,,1658,3.311,11,0.764529
196715598,source,Annual Review of Economics,1941-1383,E,,127,6.86613,14,6.82041,9,,779,,127,,54,3.47335,14,0.674401
4210140326,institution,Centre for Economic Policy Research,,,GB,212.49,5.77126,15,4.96087,22,3.4698,47,11.3397,10,,1658,2.99827,18,0.714365
4210174288,source,American Economic Review Insights,2640-205X,E,,149,6.69641,15,6.11477,11,,779,,127,,54,3.0101,18,0.861429
136199984,institution,Harvard University,,,US,347.452,5.70033,16,6.42716,13,4.31428,23,2.08233,175,0.465457,1233,3.00992,16,0.693868
158011328,source,American Economic Journal Economic Policy,1945-7731,E,,258,6.29158,16,6.01271,13,,779,,127,,54,2.7189,24,0.799928
62142384,source,Journal of Accounting and Economics,0165-4101,B,,234,5.87279,17,,580,6.1185,3,,127,,54,2.72262,23,0.821104
79576946,institution,University of Pennsylvania,,,US,445.477,5.49729,17,5.38723,17,5.05704,9,8.63206,18,0.190398,1483,2.99065,19,0.722795
2735409286,source,The Review of Asset Pricing Studies,2045-9920,E,,98,5.82543,18,5.13466,14,,779,,127,,54,3.85901,12,0.965479
95457486,institution,"University of California, Berkeley",,,US,518.844,5.37354,18,5.89013,15,3.39248,50,9.66008,13,0.564004,1126,2.64709,31,0.68796
4210193178,source,Organization Theory,2631-7877,B,,118,5.62641,19,,580,5.69474,4,,127,,54,2.83573,22,0.61809
103531236,institution,Boston College,,,US,237.962,5.30984,19,5.14741,20,4.14351,25,8.06412,22,,1658,2.81034,27,0.727768
102949365,source,Strategic Management Journal,0143-2095,B,,477,5.38205,20,,580,5.57985,5,,127,,54,2.58958,26,0.827214
63966007,institution,Massachusetts Institute of Technology,,,US,394.385,5.25188,20,6.77836,11,3.84269,33,4.14878,67,0.666336,1009,2.75033,28,0.643613
34139249,source,The RAND Journal of Economics,0741-6261,E,,134,5.34995,21,4.5088,16,,779,,127,,54,2.2183,43,0.8394
77697173,institution,Federal Reserve Bank of Chicago,,,US,63.647,5.23281,21,4.59634,29,0.498063,1213,2.62949,125,,1658,2.28539,47,0.758852
143668711,source,Administrative Science Quarterly,0001-8392,B,,110,5.18704,22,,580,5.22773,8,,127,,54,2.25511,40,0.474912
36788626,institution,California University of Pennsylvania,,,US,74.9839,4.78088,22,4.86045,23,4.87996,14,3.24106,97,,1658,2.23137,55,0.597165
592451,institution,Indiana University,,,US,128.714,4.73466,23,4.58068,30,4.99002,11,1.25484,355,,1658,2.4585,38,0.708698
46763546,source,Academy of Management Review,0363-7425,B,,256,5.18348,23,,580,5.42487,6,,127,,54,2.56736,27,0.68489
2801613365,institution,Mitchell Institute,,,US,29.1333,4.61579,24,8.60404,7,3.65668,38,2.83601,110,,1658,2.2722,51,0.552916
117778295,source,Academy of Management Journal,0001-4273,B,,307,5.14903,24,,580,5.39273,7,,127,,54,2.33503,36,0.698779
199447588,source,Journal of Public Economics,0047-2727,E,,630,5.03735,25,4.70835,15,,779,,127,,54,3.22344,16,0.788722
5388228,institution,University of Rochester,,,US,128.908,4.54976,25,3.92385,39,5.90752,4,3.27527,94,,1658,2.2067,59,0.804625
2800403580,institution,University of Minnesota System,,,US,46.3234,4.52557,26,2.54453,91,5.27192,7,0.539862,910,,1658,2.64351,32,0.741201
111116695,source,Journal of Accounting Research,0021-8456,B,,202,4.96272,26,,580,5.19406,9,,127,,54,2.41725,31,0.747925
163534328,source,Marketing Science,0732-2399,B,,327,4.67471,27,,580,4.56743,11,,127,,54,2.10938,50,0.901684
57206974,institution,New York University,,,US,527.626,4.50474,27,4.28177,33,4.0007,28,6.21197,38,0.170843,1497,2.40179,39,0.754336
161318765,institution,"University of California, Los Angeles",,,US,205.391,4.49461,28,4.81744,24,4.54104,18,2.64185,123,0.239653,1435,2.19597,61,0.599347
11853582,source,Review of Accounting Studies,1380-6653,B,,338,4.60704,28,,580,4.85565,10,,127,,54,2.33357,37,0.829417
2736251538,source,The Review of Corporate Finance Studies,2046-9128,B,,126,4.5421,29,,580,2.79755,37,,127,,54,2.85685,21,0.913455
170897317,institution,Duke University,,,US,407.871,4.46561,29,3.81296,41,4.5643,17,7.7518,27,0.134469,1541,2.29712,46,0.629061
4210096112,institution,Rutgers Sexual and Reproductive Health and Rights,,,NL,60.9956,4.37554,30,3.55649,48,4.91513,13,1.90089,198,0.76747,927,2.69136,29,0.813672
4210200923,source,Annual Review of Organizational Psychology and Organizational Behavior,2327-0608,B,,86,4.41957,30,,580,4.38191,12,,127,,54,3.23231,15,0.572603
93666758,source,Journal of Economic Issues,0021-3624,E,,36,4.39845,31,4.25938,17,,779,,127,,54,1.9484,62,0.903614
2800817003,institution,Southern California University for Professional Studies,,,US,37.9595,4.32249,31,2.89975,65,5.44786,6,,1743,,1658,2.22094,57,0.719937
1333512998,institution,United States Census Bureau,,,US,50.8504,4.30927,32,4.6472,27,0.753694,837,,1743,0.0940612,1584,2.02719,79,0.707937
133599136,source,Organizational Research Methods,1094-4281,B,,117,4.1876,32,,580,4.35792,13,,127,,54,2.99351,19,0.732061
127742747,source,Journal of Econometrics,0304-4076,E,,787,4.16859,33,4.05462,19,,779,,127,,54,2.00128,58,0.795123
36258959,institution,University of California San Diego,,,US,187.369,4.24808,33,4.35181,31,4.03938,26,1.91694,195,0.141025,1531,1.9849,86,0.609616
1317239608,institution,Federal Reserve,,,US,102.922,4.21631,34,3.2183,58,2.3905,108,9.21422,14,,1658,2.27671,49,0.766568
92709572,source,Journal of Interactive Marketing,1094-9968,B,,74,4.13823,34,,580,4.25741,14,,127,,54,4.39887,9,0.935371
6711363,source,Journal of Monetary Economics,0304-3932,E,,377,4.02834,35,3.81522,20,,779,,127,,54,1.9285,66,0.69246
4210152270,institution,INSEAD,,,SG,56.2,4.21075,35,1.56803,189,4.95937,12,,1743,0.541091,1147,2.22048,58,0.763598
4210096135,institution,Ross School,,,US,63.4784,4.20812,36,4.78475,25,3.84615,32,13.6442,6,,1658,2.25816,52,0.781728
156003414,source,Quantitative Economics,1759-7323,E,,169,4.01385,36,4.18876,18,,779,,127,,54,1.49428,116,0.653614
49857371,source,European Finance Review,1382-6662,E,,233,3.98939,37,2.84155,31,,779,,127,,54,2.50669,28,0.962173
115283149,institution,Brookings Institution,,,US,52.8083,4.2073,37,4.03248,35,2.41055,106,12.4375,8,0.0221091,1646,3.25767,12,0.731611
116184629,source,National Tax Journal,0028-0283,E,,21,3.976,38,3.52119,24,,779,,127,,54,1.73385,81,0.923077
111088046,institution,Boston University,,,US,291.17,4.19788,38,3.64426,46,4.01154,27,8.02519,23,1.16041,542,2.47971,36,0.565372
111979921,institution,Northwestern University,,,US,285.814,4.04674,39,4.15453,34,3.49821,45,5.79386,43,0.246734,1429,2.25061,53,0.687982
122767448,source,Journal of Management,0149-2063,B,,459,3.95475,39,,580,4.124,15,,127,,54,2.43467,29,0.705101
200399037,institution,University of Puerto Rico System,,,PR,43.8598,4.01839,40,,1953,4.87078,15,,1743,0.525456,1160,5.34543,3,0.779319
206124708,source,Organization Science,1047-7039,B,,514,3.92823,40,,580,4.03789,16,,127,,54,1.66807,89,0.638638
78577930,institution,Columbia University,,,US,613.015,4.01837,41,4.32027,32,3.55734,42,4.28489,65,0.540957,1148,2.09259,71,0.691629
147692640,source,Journal of Urban Economics,0094-1190,E,,225,3.91983,41,3.69766,22,,779,,127,,54,2.05929,53,0.69352
1321605679,institution,Statistics Norway,,,NO,51.5333,4.01214,42,3.64948,45,1.61503,263,,1743,,1658,1.81116,129,0.609694
33323087,source,Management Science,0025-1909,B,,2055,3.87143,42,,580,3.27531,26,,127,,54,1.884,68,0.870096
198098467,source,Journal of International Economics,0022-1996,E,,425,3.86088,43,3.73452,21,,779,,127,,54,1.82199,73,0.681682
4210136188,institution,European Corporate Governance Institute,,,BE,33.9653,4.00087,43,1.82634,149,3.06264,65,10.8558,12,0.229131,1445,2.81855,26,0.730883
4210170931,source,Annual Review of Financial Economics,1941-1367,E,,102,3.81966,44,3.15487,26,,779,,127,,54,2.16833,47,0.557976
107672454,institution,Dartmouth College,,,US,127.799,3.98306,44,4.62532,28,2.93806,70,8.64486,17,0.277452,1409,2.06299,73,0.724112
187626162,source,Entrepreneurship Theory and Practice,1042-2587,B,,265,3.746,45,,580,3.89945,19,,127,,54,2.22669,42,0.693494
107639228,institution,University of Notre Dame,,,US,236.738,3.95514,45,3.96068,38,3.68803,37,5.81072,42,0.456876,1243,2.14977,64,0.644159
114027177,institution,University of North Carolina at Chapel Hill,,,US,287.98,3.89016,46,2.44285,97,5.08954,8,6.70745,32,0.48047,1218,2.0578,75,0.577216
160506855,source,The Accounting Review,0001-4826,B,,495,3.71396,46,,580,3.93701,17,,127,,54,1.72647,83,0.801604
74973139,institution,Carnegie Mellon University,,,US,187.163,3.83208,47,3.20624,59,4.52211,20,0.554704,894,1.0278,695,2.30814,44,0.71104
152304618,source,The Leadership Quarterly,1048-9843,B,,179,3.58506,47,,580,3.83539,20,,127,,54,2.37489,33,0.650434
46860202,institution,Bank of England,,,GB,115.671,3.81857,48,3.33614,54,0.841164,746,0.607468,839,,1658,2.17282,62,0.689072
97320426,source,Journal of Supply Chain Management,1523-2409,B,,90,3.57131,48,,580,3.90389,18,,127,,54,2.36841,34,0.653217
165087003,source,Journal of the European Economic Association,1542-4766,E,,281,3.52295,49,3.43908,25,,779,,127,,54,1.63962,93,0.673272
2799283415,institution,Fisher College,,,US,57.9508,3.77769,49,3.98618,36,3.16375,56,3.10343,101,,1658,2.56667,34,0.818182
150468666,institution,Emory University,,,US,185.402,3.66929,50,2.52448,94,4.47996,21,1.94785,190,0.240494,1433,3.00383,17,0.740827
140842003,source,Review of Environmental Economics and Policy,1750-6816,E,,83,3.49178,50,3.56826,23,,779,,127,,54,2.00942,57,0.523283
71675930,institution,Frankfurt School of Finance & Management,,,DE,99.7169,3.61183,51,2.76466,74,3.88926,30,2.1311,169,,1658,2.32788,43,0.656372
145429826,source,Journal of Consumer Research,0093-5301,B,,206,3.42285,51,,580,3.5219,21,,127,,54,1.77332,75,0.620269
198892436,source,Accounting Organizations and Society,0361-3682,B,,166,3.34705,52,,580,3.49016,22,,127,,54,1.76915,76,0.642222
42134832,institution,Barcelona School of Economics,,,ES,109.923,3.56318,52,3.84222,40,1.83008,195,4.96227,47,0.649602,1025,1.86594,111,0.592516
27837315,institution,University of Michigan,,,US,444.96,3.54057,53,3.96357,37,3.1137,59,1.78334,219,0.909983,802,1.85445,115,0.623033
127060114,source,NBER Macroeconomics Annual,0889-3365,E,,72,3.34493,53,3.04713,27,,779,,127,,54,1.48199,120,0.881081
38024979,source,Journal of International Business Studies,0047-2506,B,,435,3.3448,54,,580,3.45731,23,,127,,54,1.94405,63,0.732283
4210092408,institution,Toulouse School of Economics,,,FR,129.392,3.52371,54,3.4924,49,2.0072,164,1.13574,413,,1658,1.78546,136,0.551814
81410195,source,Manufacturing & Service Operations Management,1523-4614,B,,587,3.30893,55,,580,3.42563,24,,127,,54,1.73091,82,0.828285
204465549,institution,Washington University in St. Louis,,,US,225.35,3.48633,55,3.12694,61,3.31177,52,7.49954,28,0.313136,1371,1.87976,106,0.687249
898769471,institution,Bank of Canada,,,CA,135.424,3.45459,56,2.85289,68,0.462702,1271,6.64761,34,,1658,1.81144,128,0.666248
119950638,source,Journal of Marketing Research,0022-2437,B,,36,3.17703,56,,580,3.38338,25,,127,,54,1.59449,100,0.811475
8557221,source,Journal of Labor Economics,0734-306X,E,,172,3.15478,57,2.79038,32,,779,,127,,54,1.46323,127,0.804054
84218800,institution,"University of California, Davis",,,US,207.787,3.45368,57,3.38052,52,3.30741,53,8.99727,15,0.690613,993,1.94407,92,0.528675
202697423,institution,University of Zurich,,,CH,285.864,3.44543,58,3.63335,47,2.74841,80,2.3912,143,0.407559,1287,2.38043,40,0.709937
31690342,source,Strategic Entrepreneurship Journal,1932-4391,B,,162,3.13554,58,,580,3.24534,27,,127,,54,1.64187,92,0.620809
21260181,source,IMF Economic Review,2041-4161,E,,149,3.11915,59,2.7683,33,,779,,127,,54,1.57456,102,0.540773
102272798,institution,INSEAD,,,FR,115.415,3.40769,59,2.57533,88,3.52556,43,6.65539,33,,1658,1.77464,138,0.597922
163499366,source,Review of Economic Dynamics,1094-2025,E,,247,3.02502,60,2.92512,29,,779,,127,,54,1.34931,151,0.531418
151321946,institution,Center for Economic Research and Graduate Education – Economics Institute,,,CZ,32.4319,3.36773,60,3.69211,44,0.504235,1197,1.15508,401,0.0440637,1630,1.49991,255,0.638889
151705444,source,Journal of Management Studies,0022-2380,B,,498,3.00659,61,,580,3.12969,31,,127,,54,1.97492,60,0.736726
185103710,institution,"University of California, Santa Cruz",,,US,62.7774,3.34881,61,2.5348,93,4.52699,19,6.25474,37,0.14591,1524,2.34988,42,0.589552
4210183760,source,Strategy Science,2333-2050,B,,132,3.00437,62,,580,3.13612,30,,127,,54,1.25324,174,0.615385
4210121976,institution,Centro de Estudios Monetarios y Financieros,,,ES,41.59,3.34731,62,3.70563,43,1.60617,266,0.0411445,1684,,1658,1.61864,190,0.51358
66201313,source,Journal of Business Venturing,0883-9026,B,,227,2.95761,63,,580,3.16171,29,,127,,54,1.82851,71,0.645161
74775410,institution,Rice University,,,US,164.076,3.26382,63,4.66606,26,2.6805,84,1.85364,208,1.10727,609,1.5949,206,0.595532
100005738,institution,Brigham Young University,,,US,150.619,3.2535,64,5.56148,16,2.37933,110,1.17602,391,0.234613,1439,1.98305,87,0.569157
152282257,source,Journal of Corporate Finance,0929-1199,B,,818,2.95514,64,,580,2.24864,52,,127,,54,2.08153,51,0.87877
125608309,source,Journal of Service Research,1094-6705,B,,205,2.94821,65,,580,3.16848,28,,127,,54,2.07553,52,0.569192
77793887,institution,Federal Reserve Bank of St. Louis,,,US,66.1361,3.24752,65,3.30193,55,2.26883,125,4.93883,48,,1658,1.80407,131,0.733662
54157616,institution,Swiss Finance Institute,,,CH,112.453,3.22584,66,2.64911,83,2.04817,157,4.36168,62,,1658,2.13855,67,0.672314
180061323,source,The Review of Economics and Statistics,0034-6535,E,,544,2.94609,66,2.8679,30,,779,,127,,54,1.37281,145,0.744541
4210119109,institution,Indiana University Bloomington,,,US,316.441,3.12587,67,1.42036,220,3.94331,29,3.80874,74,0.408105,1286,2.1556,63,0.630859
166002381,source,Journal of Applied Psychology,0021-9010,B,,367,2.94486,67,,580,3.06953,32,,127,,54,1.8629,69,0.913326
4210219378,source,Journal of Financial Reporting,2380-2146,B,,59,2.93558,68,,580,3.01886,33,,127,,54,1.28131,164,0.490066
135310074,institution,University of Wisconsin–Madison,,,US,345.607,3.12454,68,3.225,57,3.47745,46,1.85694,206,0.950196,761,1.57635,216,0.559204
1174212,institution,University of Southern California,,,US,446.98,3.10384,69,2.72025,77,3.78283,35,1.78266,221,0.237739,1436,1.86305,113,0.655857
45992627,source,The Economic Journal,0013-0133,E,,498,2.90688,69,2.98019,28,,779,,127,,54,1.47212,123,0.608616
4210227337,source,Strategic Management Review,2688-2612,B,,60,2.90359,70,,580,2.79345,38,,127,,54,1.18602,192,0.960396
205783295,institution,Cornell University,,,US,536.59,3.09624,70,2.72411,76,3.50133,44,3.02896,102,0.627321,1052,1.76739,140,0.509801
143995394,source,Journal of World Business,1090-9516,B,,242,2.86571,71,,580,2.92883,36,,127,,54,2.02975,55,0.733851
4210116924,institution,"Chinese University of Hong Kong, Shenzhen",,,CN,132.683,3.09505,71,2.62301,85,2.32954,117,8.11355,21,1.81341,159,1.97583,88,0.6944
92522684,source,Journal of the Academy of Marketing Science,0092-0703,B,,346,2.81652,72,,580,3.01428,34,,127,,54,2.20171,44,0.729205
170486558,institution,Universitat Pompeu Fabra,,,ES,130.246,3.05788,72,3.7629,42,1.19097,454,0.515358,937,1.2751,448,1.51054,246,0.544482
184565670,institution,Georgetown University,,,US,230.139,3.05308,73,3.38354,51,2.16487,140,4.49933,60,0.19617,1476,1.71346,152,0.574879
159120381,source,Journal of Retailing,0022-4359,B,,183,2.81175,73,,580,3.01164,35,,127,,54,2.17545,45,0.797571
68415526,institution,Federal Reserve Bank of Dallas,,,US,59.4944,2.97664,74,2.89783,66,2.41393,105,,1743,,1658,2.23964,54,0.662605
106098198,source,Oxford Review of Economic Policy,0266-903X,E,,206,2.74471,74,2.53673,34,,779,,127,,54,1.93952,64,0.569826
4210186510,source,Journal of International Business Policy,2522-0691,B,,138,2.67262,75,,580,2.10262,59,,127,,54,2.43265,30,0.656604
66946132,institution,"University of Maryland, College Park",,,US,342.47,2.95993,75,1.90472,138,4.36463,22,1.09577,440,0.834472,871,1.92012,96,0.569959
33741590,source,Academy of Management Perspectives,1558-9080,B,,138,2.66905,76,,580,2.73679,39,,127,,54,1.44786,129,0.334646
185261750,institution,University of Toronto,,,CA,605.035,2.94252,76,2.7785,73,3.10655,60,1.12889,420,1.05739,658,1.66481,168,0.55353
187481652,institution,Instituto Tecnológico Autónomo de México,,,MX,62.4574,2.90303,77,3.44109,50,1.01205,583,16.2251,4,,1658,1.33252,399,0.674017
9731383,source,Research Policy,0048-7333,B,,734,2.64682,77,,580,2.13467,58,,127,,54,1.90711,67,0.715131
130238516,institution,University of Minnesota,,,US,378.741,2.88827,78,2.58277,86,2.74486,81,7.85123,26,1.52592,279,1.87529,108,0.57845
72880728,source,The Journal of Economic Perspectives,0895-3309,E,,39,2.63293,78,2.34314,38,,779,,127,,54,1.6696,88,0.857585
65924262,source,Contemporary Accounting Research,0823-9150,B,,376,2.63002,79,,580,2.67733,40,,127,,54,1.42148,134,0.718083
153515283,institution,European Central Bank,,,DE,233.575,2.85862,79,2.69451,79,1.10306,510,1.55053,278,,1658,1.81362,126,0.573874
2735550652,source,Journal of the Association of Environmental and Resource Economists,2333-5955,E,,42,2.57073,80,2.4212,36,,779,,127,,54,1.1169,214,0.718876
1309849503,institution,RAND Corporation,,,US,66.1843,2.85675,80,3.35842,53,1.81325,203,3.35831,91,,1658,1.90544,99,0.539062
909854389,institution,London School of Economics and Political Science,,,GB,777.546,2.85477,81,2.63318,84,2.75112,79,3.42311,87,0.447799,1256,1.68048,162,0.519521
149131268,source,Journal of Economic Theory,0022-0531,E,,532,2.55419,81,2.47928,35,,779,,127,,54,1.01658,275,0.537954
128956969,institution,Texas Christian University,,,US,133.076,2.85011,82,0.924453,452,3.46569,48,1.21547,376,,1658,1.89981,101,0.72527
998097505,source,The Journal of Law and Economics,0022-2186,E,,133,2.50414,82,2.09118,45,,779,,127,,54,1.06286,249,0.799511
204250578,institution,"University of California, Irvine",,,US,217.985,2.83117,83,2.65955,82,3.01288,66,4.33144,63,0.722779,967,1.69834,156,0.629754
4210213798,source,AEA Papers and Proceedings,2574-0768,X,,529,2.48985,83,,580,,779,,127,0.163208,23,1.14216,205,0.832306
193228710,source,Journal of Financial and Quantitative Analysis,0022-1090,A,,334,2.46853,84,,580,,779,2.50697,3,,54,1.38829,141,0.779743
201448701,institution,University of Washington,,,US,388.314,2.79545,84,1.05583,352,5.6932,5,2.77308,114,0.713706,976,1.59478,207,0.580222
2765008422,source,Global Strategy Journal,2042-5791,B,,126,2.46631,85,,580,2.50558,43,,127,,54,1.48566,119,0.731392
39555362,institution,University of Warwick,,,GB,469.304,2.77835,85,3.18024,60,2.18539,135,3.96245,72,0.427186,1274,1.71996,151,0.594335
196919950,source,Family Business Review,0894-4865,B,,87,2.46136,86,,580,2.58443,41,,127,,54,1.55754,105,0.708543
181233156,institution,University of Oregon,,,US,113.358,2.76775,86,2.09879,118,2.60152,87,8.52641,20,,1658,1.7252,149,0.653141
200769079,institution,Hong Kong University of Science and Technology,,,HK,163.511,2.75982,87,2.14183,116,3.38578,51,1.74557,231,2.1295,91,1.83088,121,0.472097
62957338,source,The Journal of Human Resources,0022-166X,E,,158,2.43507,87,2.42093,37,,779,,127,,54,1.09663,232,0.67801
142306484,source,Journal of Operations Management,0272-6963,B,,220,2.43113,88,,580,2.57291,42,,127,,54,1.44484,130,0.5157
170201317,institution,University of Pittsburgh,,,US,200.906,2.72643,88,2.21923,109,3.21978,55,12.0008,9,0.267932,1420,1.62268,187,0.643973
28882882,source,Organization Studies,0170-8406,B,,409,2.41852,89,,580,2.38717,48,,127,,54,1.28338,162,0.591322
130701444,institution,Georgia Institute of Technology,,,US,218.192,2.72069,89,1.76813,160,3.10553,61,2.22503,159,1.38672,369,1.64221,176,0.487022
6902469,institution,Brandeis University,,,US,57.3921,2.69518,90,2.08822,120,1.91714,177,3.70277,75,,1658,1.61685,192,0.532185
125775545,source,Operations Research,0030-364X,B,,747,2.38819,90,,580,2.16249,55,,127,,54,1.07195,243,0.73743
11394615,source,Strategic Organization,1476-1270,B,,171,2.37615,91,,580,2.38786,47,,127,,54,1.26132,170,0.682369
52989892,institution,Bank for International Settlements,,,CH,104.934,2.68262,91,2.4359,99,0.216969,1735,2.70604,118,0.679477,999,2.03864,77,0.585459
172782825,source,California Management Review,0008-1256,B,,130,2.37477,92,,580,2.30904,51,,127,,54,2.3658,35,0.958824
83860666,institution,HEC Paris,,,FR,103.518,2.67812,92,3.23287,56,2.46722,98,0.969247,527,,1658,1.48747,267,0.533127
57995698,institution,Paris School of Economics,,,FR,131.165,2.65085,93,2.55152,90,2.53417,93,,1743,,1658,1.41749,320,0.524191
87745625,source,International Journal of Management Reviews,1460-8545,B,,145,2.37275,93,,580,2.37541,49,,127,,54,1.95959,61,0.545032
86519309,institution,The University of Texas at Austin,,,US,452.288,2.64918,94,2.32832,106,2.86726,74,6.27832,36,0.573428,1116,1.57146,220,0.592463
166621295,source,Journal of Health Economics,0167-6296,E,,369,2.36626,94,2.2912,40,,779,,127,,54,1.40136,138,0.457039
4210173453,source,AMS Review,1869-814X,B,,128,2.35872,95,,580,2.49687,44,,127,,54,1.56902,103,0.694143
157725225,institution,University of Illinois Urbana-Champaign,,,US,486.354,2.63161,95,2.74554,75,2.25175,128,4.87472,52,0.736876,950,1.50502,252,0.49726
101209419,source,Journal of Development Economics,0304-3878,E,,595,2.34262,96,2.3025,39,,779,,127,,54,1.49994,115,0.60803
141945490,institution,University of British Columbia,,,CA,410.052,2.6196,96,2.96494,63,2.38696,109,1.75587,228,0.929993,778,1.57476,217,0.424141
76844451,source,Annual Review of Resource Economics,1941-1340,E,,115,2.33656,97,2.24051,41,,779,,127,,54,1.75297,78,0.305533
72816309,institution,Drexel University,,,US,172.831,2.60549,97,2.80309,72,2.12998,147,4.00666,70,0.230958,1444,1.83535,120,0.662823
103311983,source,Journal of Advertising,0091-3367,B,,222,2.2864,98,,580,2.3629,50,,127,,54,1.70113,86,0.584783
188538660,institution,University of Colorado Boulder,,,US,182.604,2.59727,98,2.04009,124,2.62968,86,6.06141,41,0.692467,992,1.62006,188,0.570866
2802236040,institution,University of Colorado System,,,US,34.1722,2.59657,99,2.49306,96,2.37336,111,,1743,,1658,1.45751,288,0.573856
202812398,source,Information Systems Research,1047-7047,B,,480,2.26188,99,,580,2.45555,45,,127,,54,1.45305,128,0.675223
179979277,source,International Economic Review,0020-6598,E,,243,2.24678,100,2.2188,42,,779,,127,,54,0.976667,305,0.485643
79891267,institution,Singapore Management University,,,SG,315.605,2.57626,100,2.23223,108,2.91982,73,1.84835,209,0.385051,1305,1.78123,137,0.609217
4210226497,source,Critical Finance Review,2164-5744,E,,65,2.24244,101,1.4185,77,,779,,127,,54,1.10627,222,1
47251452,institution,Wake Forest University,,,US,66.3879,2.51713,101,2.35554,104,2.28618,120,0.996211,503,,1658,2.14789,65,0.708628
2058785,source,Journal of money credit and banking,0022-2879,E,,116,2.22656,102,1.99132,48,,779,,127,,54,1.08584,237,0.739837
83909951,institution,Morgan State University,,,US,56.9283,2.51248,102,0.0641156,1901,2.94517,69,0.475255,982,,1658,1.86909,110,0.581784
71209653,institution,Bocconi University,,,IT,511.615,2.50653,103,2.7159,78,2.14911,144,0.936914,554,0.404075,1289,1.49932,256,0.531581
11810700,source,International Journal of Research in Marketing,0167-8116,B,,271,2.21139,103,,580,2.39296,46,,127,,54,1.93577,65,0.735636
