,Name,Group,Class,id,short_id,display_name,hint,cited_by_count,works_count,external_id
0,"Guerrieri, Veronica",C,German_Bernacer_Prize,https://openalex.org/A5021180688,authors/A5021180688,Veronica Guerrieri,"University of Chicago, USA",4546.0,74.0,
0,"Nekoei, Arash",C,ERC,https://openalex.org/A5057259115,authors/A5057259115,Arash Nekoei,"Stockholm University, Sweden",573.0,32.0,
0,"Gormsen, Niels",C,Moskowitz Prize,https://openalex.org/A5057300372,authors/A5057300372,Niels Joachim Gormsen,"University of Chicago, USA",1459.0,49.0,https://orcid.org/0009-0001-7859-5812
0,"Thaler, Richard H.",C,John Von Neumann Award,https://openalex.org/A5081252843,authors/A5081252843,Richard H. Thaler,"University of Chicago, USA",110477.0,274.0,https://orcid.org/0000-0001-7550-2855
1,"Hong, Bryan",C,Moskowitz Prize,https://openalex.org/A5070475370,authors/A5070475370,Bryan Hong,"New York University, USA",1538.0,28.0,https://orcid.org/0000-0001-5959-8957
1,"Vissing-Jorgensen, Annette",C,SFI BEST PAPER AWARD,https://openalex.org/A5053979330,authors/A5053979330,Tobias J. Moskowitz,"National Bureau of Economic Research, USA",18220.0,120.0,
1,"Johnson, Simon",C,Nobel Prize,https://openalex.org/A5111446264,authors/A5111446264,Simon Johnson,"Center for Economic and Policy Research, USA",55706.0,350.0,https://orcid.org/0009-0003-7488-673X
0,"Puga, Diego",C,ERC,https://openalex.org/A5016166651,authors/A5016166651,Diego Puga,"Pontificia Universidad Católica de Chile, Chile",13131.0,101.0,https://orcid.org/0000-0003-2640-1534
0,"Casamatta, Catherine",C,SFI BEST PAPER AWARD,https://openalex.org/A5108073127,authors/A5108073127,Catherine Casamatta,"Toulouse School of Economics, France",1544.0,36.0,
0,"Sims, Christopher A.",C,Nobel Prize,https://openalex.org/A5003198220,authors/A5003198220,Christopher A. Sims,"Princeton University, USA",44959.0,264.0,
1,"Holmstrom, Bengt",C,Nobel Prize,https://openalex.org/A5003462830,authors/A5003462830,Bengt Holmström,"Massachusetts Institute of Technology, USA",43356.0,107.0,
