unit_idx,unit_type,name,issn,field_eb,country_code,v,rank_v,a_p
148368070,source,International Journal of Selection and Assessment,0965-075X,B,,0.8663156695008599,814,198.0
199440890,institution,American University of Sharjah,,,AE,0.8661084095754119,815,92.39597069597069
176497116,source,Management Communication Quarterly,0893-3189,B,,0.8659835551253161,816,156.0
201726411,institution,United Arab Emirates University,,,AE,0.8655712134105343,817,71.66269841269839
203071086,source,Review of Managerial Science,1863-6683,B,,0.8638356189410051,818,428.0
153976015,institution,University of Ljubljana,,,SI,0.8630287521174168,819,113.88651325282906
9364636,institution,Salisbury University,,,US,0.8626706239263658,820,33.199999999999996
75059550,institution,Zhejiang Gongshang University,,,CN,0.8615932683187838,821,161.31071428571425
67177122,source,Marketing Education Review,1052-8008,B,,0.8615924613630125,822,121.0
2737541009,source,International journal of information systems and project management,2182-7788,B,,0.8595733099421845,823,133.0
57328836,institution,North Dakota State University,,,US,0.8580805657627393,824,33.176557632398755
41073452,institution,Management Center Innsbruck,,,AT,0.8580465408218243,825,35.094246031746025
165102784,institution,Duquesne University,,,US,0.8578712176521228,826,29.28888888888889
11662577,institution,Monash University Malaysia,,,MY,0.8577314683386358,827,51.46344396344396
193775966,institution,Yonsei University,,,KR,0.8556213589038051,828,177.42406015037594
97048498,source,The International Journal of Logistics Management,0957-4093,B,,0.8555343504489491,829,334.0
27483092,institution,University of Perugia,,,IT,0.8524510215704013,830,43.70277777777779
35673206,source,International Marketing Review,0265-1335,B,,0.8508893995120942,831,247.0
31575130,institution,SOAS University of London,,,GB,0.8506281381578904,832,13.507870370370371
168416876,institution,Northern Kentucky University,,,US,0.8500263073078441,833,35.075
881427289,institution,University of Gothenburg,,,SE,0.849596815583511,834,125.37509402015036
82880672,institution,Beihang University,,,CN,0.8495278167448477,835,66.09166666666667
173899330,institution,Henan University,,,CN,0.8489802489727792,836,42.758333333333326
60342839,institution,Qatar University,,,QA,0.8487072859404341,837,190.15119047619052
51158804,institution,Massey University,,,NZ,0.8469150114733323,838,200.1138431013431
32394136,institution,Northumbria University,,,GB,0.8452871952406447,839,203.37126683501683
186903577,institution,University of Luxembourg,,,LU,0.8451243616222418,840,43.76666666666667
129826125,institution,Södertörn University,,,SE,0.8446348682404794,841,21.073809523809523
178535277,institution,University of the West of England,,,GB,0.8427470133619406,842,73.12777777777777
62318514,institution,University of Duisburg-Essen,,,DE,0.8426353010803184,843,74.77198486871384
139264467,institution,Seoul National University,,,KR,0.8420595605233905,844,133.42464844523667
108290504,institution,University of Pisa,,,IT,0.8407131895528233,845,100.91309523809522
204512498,institution,University of Macau,,,MO,0.8403707008956394,846,148.73440170940174
142934699,institution,"California State University, Fullerton",,,US,0.8397658202542099,847,67.93569102237326
2764810659,source,Journal of Small Business & Entrepreneurship,0827-6331,B,,0.8396247572870491,848,141.0
354108,institution,Minjiang University,,,CN,0.8383503730497546,849,12.535408163265306
180726961,institution,Shenzhen University,,,CN,0.8370268662156761,850,117.434126984127
119003972,institution,Roma Tre University,,,IT,0.836434442167635,851,68.87063492063493
130442723,institution,Universidade Federal do Rio Grande do Sul,,,BR,0.836010197954274,852,123.87808857808855
118564535,institution,University of Bern,,,CH,0.8354597472442773,853,52.33472222222222
87328381,source,Journal of Occupational and Organizational Psychology,0963-1798,B,,0.8346820343654117,854,234.0
27804330,institution,Brown University,,,US,0.8346163802042328,855,8.751190476190477
191240316,institution,University of Hull,,,GB,0.8330466422100187,856,40.11984126984127
21945476,institution,Shanghai Normal University,,,CN,0.8326725002245684,857,30.74761904761904
90871651,institution,University of Toledo,,,US,0.8318220562433208,858,47.726865450229944
2802331213,institution,Paris School of Business,,,FR,0.8312947143786419,859,93.71964285714284
170164250,institution,Elon University,,,US,0.8299028200649005,860,19.842857142857138
187788904,source,Journal of Hospitality and Tourism Management,1447-6770,B,,0.8284071672666573,861,783.0
73142707,institution,Athens University of Economics and Business,,,GR,0.8278747173461027,862,87.66275570834395
63098007,institution,Liverpool John Moores University,,,GB,0.827678970186417,863,77.978373015873
51504820,institution,San Jose State University,,,US,0.8272821950929227,864,39.10238095238095
168864056,institution,Bilkent University,,,TR,0.8270255083818515,865,28.949999999999996
153901656,institution,University of North Carolina Wilmington,,,US,0.8263376679482791,866,46.055318202047175
203951103,institution,Keio University,,,JP,0.826084726113784,867,35.46742424242424
251738,institution,Edinburgh Napier University,,,GB,0.8257414775303492,868,42.11190476190476
45204951,institution,University of Calabria,,,IT,0.8239570174056337,869,80.19484126984126
111277659,institution,Chonnam National University,,,KR,0.823759623325494,870,12.033333333333337
162838928,institution,National Chung Hsing University,,,TW,0.8217784318766354,871,41.469444444444434
98381234,institution,University of Oulu,,,FI,0.821209222105557,872,135.5989285714286
32625721,institution,University of Saskatchewan,,,CA,0.8196605820011704,873,53.190909090909095
4210097214,institution,Shandong Management University,,,CN,0.8192586299110634,874,53.32420634920636
108103353,institution,Universidad de Valladolid,,,ES,0.8192347765910364,875,47.47777777777778
4210210387,source,Cross Cultural & Strategic Management,2059-5794,B,,0.817720276373073,876,155.0
184942183,institution,University of Oslo,,,NO,0.8174881725927667,877,47.17685092685093
78988378,institution,Renmin University of China,,,CN,0.815909785133751,878,258.41992063492063
173789977,source,Corporate Governance,1472-0701,B,,0.8145919960084154,879,362.0
2279609970,institution,Université de Lille,,,FR,0.8126888022774448,880,66.40099206349208
83816512,institution,University of Genoa,,,IT,0.8123900713772936,881,53.69166666666666
94951947,institution,University of Westminster,,,GB,0.8122605129613185,882,51.04545454545454
56306041,institution,Lebanese American University,,,LB,0.8122102321475575,883,81.28438492063492
175138789,source,Journal of International Entrepreneurship,1570-7385,B,,0.8118800146786989,884,101.0
4210095297,institution,MIT University,,,MK,0.810163835078735,885,15.1818554368788
67328108,institution,"California State University, Fresno",,,US,0.8097716140158114,886,24.974999999999998
194348271,institution,"Government College University, Faisalabad",,,PK,0.8096669266894896,887,38.65833333333334
172313144,source,European Management Review,1740-4754,B,,0.8081121855441731,888,284.0
115752224,institution,University of Insubria,,,IT,0.8064422366908371,889,27.888888888888893
159247623,institution,Mansoura University,,,EG,0.8054774864420706,890,43.57559523809524
144472306,source,Journal of Manufacturing Technology Management,1741-038X,B,,0.8053306065317037,891,317.0
119045251,institution,Huaqiao University,,,CN,0.800881392991984,892,81.29166666666666
32574673,institution,Shantou University,,,CN,0.7987440691868813,893,33.584523809523816
17145004,institution,Northwestern Polytechnical University,,,CN,0.7980079635252836,894,142.57083333333333
919208787,institution,Louisiana Tech University,,,US,0.7977008027691928,895,43.38333333333334
68891433,institution,Indian Institute of Technology Delhi,,,IN,0.796946953912359,896,207.5107142857143
79516672,institution,University of Louisiana at Lafayette,,,US,0.7959523530822481,897,30.383333333333333
