ISSN,Journal,categories,Subject_areas,source_id,display_name
0149-0400,Leisure Sciences,,Tourism,https://openalex.org/S122498148,Leisure Sciences
1447-6770,Journal of Hospitality and Tourism Management,[MANAGEMENT],Tourism,https://openalex.org/S187788904,Journal of Hospitality and Tourism Management
0966-9582,Journal of Sustainable Tourism,,Tourism,https://openalex.org/S167854760,Journal of Sustainable Tourism
0160-7383,Annals of Tourism Research,,Tourism,https://openalex.org/S51885707,Annals of Tourism Research
1936-8623,Journal of Hospitality Marketing and Management,"[BUSINESS, MANAGEMENT]",Tourism,https://openalex.org/S118298121,Journal of Hospitality Marketing & Management
1018-5895,Geneva Papers on Risk and Insurance: Issues and Practic,"['BUSINESS, FINANCE']",eEconomics,https://openalex.org/S151491554,The Geneva Papers on Risk and Insurance Issues and Practice
1091-9392,Journal of Organizational Computing and Electronic Comm,,"eMIS, KM",https://openalex.org/S128779766,Journal of Organizational Computing and Electronic Commerce
1532-2882,Systems Journal of the Association for Information Science and Tec,,"hMIS, KM",https://openalex.org/S80113298,Journal of the American Society for Information Science and Technology
1366-5545,Transportation Research Part E: Logistics and Transportat,,"iOR,MS,POM",https://openalex.org/S173966628,Transportation Research Part E Logistics and Transportation Review
0959-6119,International Journal of Contemporary Hospitality Manage,,mTourism,https://openalex.org/S125977778,International Journal of Contemporary Hospitality Management
0954-1314,Journal of International Financial Management and Accou,"['BUSINESS, FINANCE']",nF&A,https://openalex.org/S83262020,Journal of International Financial Management and Accounting
0959-0552,International Journal of Retail and Distribution Manageme,"[BUSINESS, MANAGEMENT]",nMarketing,https://openalex.org/S65353606,International Journal of Retail & Distribution Management
1355-2554,International Journal of Entrepreneurial Behaviour and Re,"[BUSINESS, MANAGEMENT]",sEntrep,https://openalex.org/S170231156,International Journal of Entrepreneurial Behaviour & Research
0265-671X,International Journal of Quality and Reliability Managemen,,"tOR,MS,POM",https://openalex.org/S81159284,International Journal of Quality & Reliability Management
1864-6042,,[ECONOMICS],,https://openalex.org/S4210220385,Economics
2577-6975,,[ECONOMICS],,https://openalex.org/S4210198644,Economics of Transition and Institutional Change
1367-0271,,"['BUSINESS, FINANCE', ECONOMICS]",,https://openalex.org/S2165841,International Finance
2040-4166,,[MANAGEMENT],,https://openalex.org/S152972827,International Journal of Lean Six Sigma
2214-8450,,"['BUSINESS, FINANCE', ECONOMICS]",,https://openalex.org/S2764882396,Borsa Istanbul Review
2214-6350,,"['BUSINESS, FINANCE', ECONOMICS]",,https://openalex.org/S2764372386,Journal of Behavioral and Experimental Finance
0939-3625,,[ECONOMICS],,https://openalex.org/S206007305,Economic Systems
0486-6134,,[ECONOMICS],,https://openalex.org/S201928713,Review of Radical Political Economics
1309-4297,,"[BUSINESS, ECONOMICS, MANAGEMENT]",,https://openalex.org/S2764805720,Eurasian Economic Review
0217-5908,,[ECONOMICS],,https://openalex.org/S62126747,The Singapore Economic Review
1467-0895,,"[BUSINESS, 'BUSINESS, FINANCE', MANAGEMENT]",,https://openalex.org/S38901890,International Journal of Accounting Information Systems
1535-3516,,[ECONOMICS],,https://openalex.org/S4210209722,Asian Economic Papers
1570-677X,,[ECONOMICS],,https://openalex.org/S19927788,Economics & Human Biology
2083-1277,,[ECONOMICS],,https://openalex.org/S2738677470,Oeconomia Copernicana
1748-7870,,"[DEVELOPMENT STUDIES, ECONOMICS]",,https://openalex.org/S74096415,Journal of Economic Policy Reform
2212-828X,,"[DEMOGRAPHY, ECONOMICS]",,https://openalex.org/S2764905104,The Journal of the Economics of Ageing
0373-2630,,[ECONOMICS],,https://openalex.org/S945769174,Revue d économie politique
1120-2890,,[ECONOMICS],,https://openalex.org/S26598852,Economia Politica
1754-9957,,[BUSINESS],,https://openalex.org/S164333781,The Journal of World Energy Law & Business
0338-0599,,[ECONOMICS],,https://openalex.org/S15976965,Revue d’études comparatives Est-Ouest
2382-624X,,"[ECONOMICS, ENVIRONMENTAL STUDIES]",,https://openalex.org/S2764718648,Water Economics and Policy
0739-8859,,"[ECONOMICS, TRANSPORTATION]",,https://openalex.org/S39263009,Research in Transportation Economics
2054-4650,,,,https://openalex.org/S4210193058,Work Aging and Retirement
1529-7373,,[ECONOMICS],,https://openalex.org/S168680943,Annals of economics and finance
0929-1261,,[ECONOMICS],,https://openalex.org/S37173775,European Journal of Law and Economics
0018-280X,,[ECONOMICS],,https://openalex.org/S44261207,Hitotsubashi journal of economics
1671-2234,,[ECONOMICS],,https://openalex.org/S48661868,China & World Economy
1068-5502,,"[AGRICULTURAL ECONOMICS & POLICY, ECONOMICS]",,https://openalex.org/S185653637,Journal of agricultural and resource economics
1086-1653,,[ECONOMICS],,https://openalex.org/S104160329,The independent review
0156-5826,,[ECONOMICS],,https://openalex.org/S170200280,Journal of Australian political economy
0254-3737,,[ECONOMICS],,https://openalex.org/S2764532243,Korean Economic Review/The Korean economic review
1648-4460,,"[BUSINESS, ECONOMICS]",,https://openalex.org/S7397502,Transformations in business & economics
0012-9984,,[ECONOMICS],,https://openalex.org/S47389216,Economic and social review
1808-2882,,"[AGRICULTURAL ECONOMICS & POLICY, BUSINESS, ECONOMICS]",,https://openalex.org/S2484743993,Custos e @gronegócio online
0340-5370,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S4210235487,Betriebswirtschaftliche Forschung und Praxis
1470-6423,,[BUSINESS],,https://openalex.org/S173807628,International Journal of Consumer Studies
1554-7191,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S36547454,International Entrepreneurship and Management Journal
1756-137X,,"[AGRICULTURAL ECONOMICS & POLICY, ECONOMICS]",,https://openalex.org/S171031257,China Agricultural Economic Review
1472-4782,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S82593474,Asian Business & Management
1104-6899,,"[ECONOMICS, FORESTRY]",,https://openalex.org/S27827792,Journal of Forest Economics
1545-8490,,[MANAGEMENT],,https://openalex.org/S33235364,Decision Analysis
2444-8834,,"[BUSINESS, ECONOMICS, MANAGEMENT]",,https://openalex.org/S2898275063,European Research on Management and Business Economics
1945-497X,,"['BUSINESS, FINANCE']",,https://openalex.org/S75627377,SIAM Journal on Financial Mathematics
0012-8775,,[ECONOMICS],,https://openalex.org/S149339240,Eastern European Economics
0251-2920,,[ECONOMICS],,https://openalex.org/S200768828,CEPAL review
0212-6109,,,,https://openalex.org/S50758683,Revista de Historia Económica / Journal of Iberian and Latin American Economic History
1744-6414,,[ECONOMICS],,https://openalex.org/S4210186350,Journal of Competition Law & Economics
2164-3962,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S2764807039,Service Science
2042-6763,,[BUSINESS],,https://openalex.org/S2764583656,Journal of Social Marketing
1933-527X,,[ECONOMICS],,https://openalex.org/S188292526,Econ journal watch
2194-5993,,[ECONOMICS],,https://openalex.org/S6772833,Review of Network Economics
1356-3467,,[ECONOMICS],,https://openalex.org/S146242404,New Political Economy
0889-3365,,[ECONOMICS],,https://openalex.org/S127060114,NBER Macroeconomics Annual
1331-677X,,,,https://openalex.org/S1014724869,Economic Research-Ekonomska Istraživanja
1354-5701,,[ECONOMICS],,https://openalex.org/S148397273,Feminist Economics
1548-0518,,[MANAGEMENT],,https://openalex.org/S64831726,Journal of Leadership & Organizational Studies
1058-0476,,[ECONOMICS],,https://openalex.org/S4210224032,Journal of Family and Economic Issues
1471-0358,,"[DEVELOPMENT STUDIES, ECONOMICS]",,https://openalex.org/S17004734,Journal of Agrarian Change
1750-6816,,"[ECONOMICS, ENVIRONMENTAL STUDIES]",,https://openalex.org/S140842003,Review of Environmental Economics and Policy
0038-2280,,[ECONOMICS],,https://openalex.org/S90392387,South African Journal of Economics
0896-5803,,"['BUSINESS, FINANCE', ECONOMICS]",,https://openalex.org/S52721111,Journal of Real Estate Research
0885-2545,,[ECONOMICS],,https://openalex.org/S31225034,Journal of Cultural Economics
1938-9655,,[MANAGEMENT],,https://openalex.org/S140551370,Cornell Hospitality Quarterly
1527-0025,,[ECONOMICS],,https://openalex.org/S49327401,Journal of Sports Economics
0738-1360,,"[ECONOMICS, ENVIRONMENTAL STUDIES]",,https://openalex.org/S155153587,Marine Resource Economics
2199-4730,,,,https://openalex.org/S3034727917,Financial Innovation
1753-8378,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S81125728,International Journal of Managing Projects in Business
2010-0078,,"[ECONOMICS, ENVIRONMENTAL STUDIES]",,https://openalex.org/S26772273,Climate Change Economics
1452-595X,,[ECONOMICS],,https://openalex.org/S147126554,Panoeconomicus
1976-1597,,"[BUSINESS, ECONOMICS]",,https://openalex.org/S116778711,Asian Journal of Technology Innovation
1617-982X,,[ECONOMICS],,https://openalex.org/S112983894,Portuguese Economic Journal
1226-508X,,[ECONOMICS],,https://openalex.org/S47824075,Global Economic Review
0185-1667,,[ECONOMICS],,https://openalex.org/S125733402,Investigación Económica
1756-6517,,"[MANAGEMENT, TRANSPORTATION]",,https://openalex.org/S52328560,International Journal of Shipping and Transport Logistics
1212-3609,,"[ECONOMICS, MANAGEMENT]",,https://openalex.org/S4210214577,E+M Ekonomie a Management
1806-4892,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S2738281210,Review of Business Management
1750-4708,,[MANAGEMENT],,https://openalex.org/S100149336,Negotiation and Conflict Management Research
1582-9146,,"[BUSINESS, ECONOMICS, MANAGEMENT]",,https://openalex.org/S1027187413,Amfiteatru Economic
0949-6181,,[MANAGEMENT],,https://openalex.org/S91071628,Journal of East European Management Studies
2194-6175,,[BUSINESS],,https://openalex.org/S2764465404,Entrepreneurship Research Journal
2194-6116,,[ECONOMICS],,https://openalex.org/S196564809,The B E Journal of Macroeconomics
2194-6124,,[ECONOMICS],,https://openalex.org/S165881774,The B E Journal of Theoretical Economics
2194-5888,,[ECONOMICS],,https://openalex.org/S87209429,Journal of Benefit-Cost Analysis
1024-2694,,[ECONOMICS],,https://openalex.org/S191005381,Defence and Peace Economics
1369-1066,,"['BUSINESS, FINANCE']",,https://openalex.org/S34941771,Venture Capital
1025-3866,,[BUSINESS],,https://openalex.org/S189738091,Consumption Markets & Culture
0963-8199,,[ECONOMICS],,https://openalex.org/S23218617,Journal of International Trade & Economic Development
1061-6934,,[BUSINESS],,https://openalex.org/S2765057658,Sport Marketing Quarterly
1447-9338,,[MANAGEMENT],,https://openalex.org/S199690760,Innovation
0884-1241,,[BUSINESS],,https://openalex.org/S40814766,Journal of Marketing for HIGHER EDUCATION
2049-5323,,[ECONOMICS],,https://openalex.org/S2764655866,Review of Keynesian Economics
0210-2412,,,,https://openalex.org/S2913545599,Spanish Journal of Finance and Accounting / Revista Española de Financiación y Contabilidad
0424-267X,,[ECONOMICS],,https://openalex.org/S2494413385,ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH
0210-2412,,"['BUSINESS, FINANCE']",,https://openalex.org/S2913545599,Spanish Journal of Finance and Accounting / Revista Española de Financiación y Contabilidad
0012-1533,,"[DEVELOPMENT STUDIES, ECONOMICS]",,https://openalex.org/S128035191,The Developing Economies
0026-1386,,[ECONOMICS],,https://openalex.org/S171812798,Metroeconomica
1465-1211,,"['BUSINESS, FINANCE']",,https://openalex.org/S4210171086,The Journal of Risk
0013-791X,,"[BUSINESS, MANAGEMENT, OPERATIONS RESEARCH & MANAGEMENT SCIENCE]",,https://openalex.org/S51113653,The Engineering Economist
2632-7627,,,,https://openalex.org/S4210191200,Applied Economic Analysis
1869-4187,,[ECONOMICS],,https://openalex.org/S204467137,SERIEs
1744-6619,,"['BUSINESS, FINANCE']",,https://openalex.org/S60036207,The Journal of Credit Risk
1742-7355,,[ECONOMICS],,https://openalex.org/S16146169,International Journal of Economic Theory
0041-3011,,[ECONOMICS],,https://openalex.org/S175963831,El Trimestre Económico
0340-8744,,[ECONOMICS],,https://openalex.org/S133770707,Empirica
1474-7472,,"['BUSINESS, FINANCE', ECONOMICS]",,https://openalex.org/S73680622,Journal of Pensions Economics and Finance
1082-5983,,[OPERATIONS RESEARCH & MANAGEMENT SCIENCE],,https://openalex.org/S4210205092,Military Operations Research
1744-6740,,"['BUSINESS, FINANCE']",,https://openalex.org/S183802457,The Journal of Operational Risk
1582-6163,,[ECONOMICS],,https://openalex.org/S82530445,Romanian Journal of Economic Forecasting
1576-0162,,[ECONOMICS],,https://openalex.org/S140389752,Revista de Economía Mundial
2196-436X,,,,https://openalex.org/S2737251658,Latin American Economic Review
2054-0892,,"[DEMOGRAPHY, ECONOMICS]",,https://openalex.org/S4210218653,Journal of Demographic Economics
1229-828X,,,,https://openalex.org/S185325801,Journal of Korea Trade
1862-8516,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S3409213,Service Business
0303-5247,,,,https://openalex.org/S153975964,Rivista Internazionale di Economia dei Trasporti
2644-0865,,"[MANAGEMENT, OPERATIONS RESEARCH & MANAGEMENT SCIENCE]",,https://openalex.org/S4210202212,INFORMS Journal on Applied Analytics
0718-5286,,[ECONOMICS],,https://openalex.org/S4210197148,Estudios de economía
1753-9579,,"['BUSINESS, FINANCE']",,https://openalex.org/S2765036361,The Journal of Risk Model Validation
0013-3035,,[ECONOMICS],,https://openalex.org/S992988095,Ekonomický časopis
1233-5835,,[ECONOMICS],,https://openalex.org/S175723052,Argumenta Oeconomica
0014-9187,,"['BUSINESS, FINANCE', ECONOMICS]",,https://openalex.org/S43156200,Review
1933-6837,,[ECONOMICS],,https://openalex.org/S10997704,Theoretical Economics
1356-7667,,[BUSINESS],,https://openalex.org/S83271458,Journal Of Vacation Marketing
0883-7066,,[MANAGEMENT],,https://openalex.org/S84101701,System Dynamics Review
1514-0326,,[ECONOMICS],,https://openalex.org/S40285785,Journal of Applied Economics
1035-3046,,"[ECONOMICS, INDUSTRIAL RELATIONS & LABOR]",,https://openalex.org/S159137118,The Economic and Labour Relations Review
2327-0012,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S4210210207,Journal of Management Analytics
1138-4891,,"['BUSINESS, FINANCE']",,https://openalex.org/S2898542531,Revista de Contabilidad
1532-8937,,,,https://openalex.org/S196034224,MIT Sloan management review
0953-5314,,[ECONOMICS],,https://openalex.org/S182651638,Economic Systems Research
0889-1583,,[ECONOMICS],,https://openalex.org/S160393188,Journal of the Japanese and International Economies
1094-429X,,[MANAGEMENT],,https://openalex.org/S69790668,Systemic Practice and Action Research
1941-1340,,"[AGRICULTURAL ECONOMICS & POLICY, ECONOMICS, ENVIRONMENTAL STUDIES]",,https://openalex.org/S76844451,Annual Review of Resource Economics
2040-8021,,"['BUSINESS, FINANCE', ENVIRONMENTAL STUDIES, MANAGEMENT]",,https://openalex.org/S183939566,Sustainability Accounting Management and Policy Journal
1617-9846,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S56271844,Information Systems and e-Business Management
1392-2785,,[ECONOMICS],,https://openalex.org/S2764594251,Engineering Economics
1804-171X,,"[BUSINESS, ECONOMICS, MANAGEMENT]",,https://openalex.org/S4210186250,Journal of Competitiveness
1750-614X,,[MANAGEMENT],,https://openalex.org/S149205526,Chinese Management Studies
1352-4739,,[ECONOMICS],,https://openalex.org/S41930762,Japanese Economic Review
1744-9359,,[MANAGEMENT],,https://openalex.org/S168697966,Management & Organizational History
1029-3523,,"['BUSINESS, FINANCE']",,https://openalex.org/S2764792399,Investment Analysts Journal
2199-9023,,"['BUSINESS, FINANCE', ECONOMICS, HEALTH POLICY & SERVICES]",,https://openalex.org/S4210173643,International Journal of Health Economics and Management
8756-9728,,[MANAGEMENT],,https://openalex.org/S196205230,Project Management Journal
2340-9444,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S2898409089,BRQ Business Research Quarterly
2194-6108,,[ECONOMICS],,https://openalex.org/S55074384,The B E Journal of Economic Analysis & Policy
0021-857X,,"[AGRICULTURAL ECONOMICS & POLICY, ECONOMICS]",,https://openalex.org/S14468722,Journal of Agricultural Economics
1355-770X,,"[ECONOMICS, ENVIRONMENTAL STUDIES]",,https://openalex.org/S164923136,Environment and Development Economics
0008-3976,,"[AGRICULTURAL ECONOMICS & POLICY, ECONOMICS]",,https://openalex.org/S179517972,Canadian Journal of Agricultural Economics/Revue canadienne d agroeconomie
1534-4843,,[MANAGEMENT],,https://openalex.org/S37660120,Human Resource Development Review
2029-4913,,[ECONOMICS],,https://openalex.org/S115091506,Technological and Economic Development of Economy
1746-8809,,"[BUSINESS, ECONOMICS, MANAGEMENT]",,https://openalex.org/S116345831,International Journal of Emerging Markets
1611-1699,,"[BUSINESS, ECONOMICS]",,https://openalex.org/S66524056,Journal of Business Economics and Management
2040-5790,,"[AGRICULTURAL ECONOMICS & POLICY, ECONOMICS]",,https://openalex.org/S4210201861,Applied Economic Perspectives and Policy
2040-7122,,[BUSINESS],,https://openalex.org/S45224653,Journal of Research in Interactive Marketing
1754-2413,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S175013504,Gender in Management An International Journal
1936-9735,,[MANAGEMENT],,https://openalex.org/S62905163,Operations Management Research
1081-1826,,[ECONOMICS],,https://openalex.org/S193530623,Studies in Nonlinear Dynamics and Econometrics
1746-5265,,[MANAGEMENT],,https://openalex.org/S153849593,Baltic Journal of Management
1015-8812,,"[ECONOMICS, MANAGEMENT]",,https://openalex.org/S157344451,South African Journal of Economic and Management Sciences
1463-1377,,[ECONOMICS],,https://openalex.org/S151220816,Post-Communist Economies
1755-5345,,[ECONOMICS],,https://openalex.org/S2764690196,Journal of Choice Modelling
1351-3958,,[ECONOMICS],,https://openalex.org/S116662517,Asian Economic Journal
1210-0455,,[ECONOMICS],,https://openalex.org/S4210214909,Prague Economic Papers
0032-3233,,[ECONOMICS],,https://openalex.org/S976474146,Politická ekonomie
2332-3493,,"[ECONOMICS, HEALTH POLICY & SERVICES]",,https://openalex.org/S4210173595,American Journal of Health Economics
0210-1173,,[ECONOMICS],,https://openalex.org/S948502762,Revista Hacienda Pública Española
1941-6520,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S27614628,Academy of Management Annals
1092-7026,,[MANAGEMENT],,https://openalex.org/S126013225,Systems Research and Behavioral Science
1363-6669,,"[DEVELOPMENT STUDIES, ECONOMICS]",,https://openalex.org/S95496512,Review of Development Economics
1752-1378,,"[DEVELOPMENT STUDIES, ECONOMICS, GEOGRAPHY]",,https://openalex.org/S97316453,Cambridge Journal of Regions Economy and Society
0966-0879,,[MANAGEMENT],,https://openalex.org/S117541660,Journal of Contingencies and Crisis Management
1877-8585,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S118119388,Journal of Family Business Strategy
1753-8394,,"['BUSINESS, FINANCE', MANAGEMENT]",,https://openalex.org/S157427695,International Journal of Islamic and Middle Eastern Finance and Management
0013-063X,,[ECONOMICS],,https://openalex.org/S37814254,De Economist
0021-4027,,[ECONOMICS],,https://openalex.org/S97042997,Jahrbücher für Nationalökonomie und Statistik
1354-7860,,[ECONOMICS],,https://openalex.org/S113509650,Journal of the Asia Pacific Economy
1610-241X,,[ECONOMICS],,https://openalex.org/S30207186,CESifo Economic Studies
1742-1772,,[ECONOMICS],,https://openalex.org/S7161550,Spatial Economic Analysis
1435-6104,,[ECONOMICS],,https://openalex.org/S156716048,Economics of Governance
1648-715X,,[MANAGEMENT],,https://openalex.org/S101163346,International Journal of Strategic Property Management
0818-9935,,[ECONOMICS],,https://openalex.org/S59042063,Asian-Pacific Economic Literature
1406-099X,,[ECONOMICS],,https://openalex.org/S71377650,Baltic Journal of Economics
2530-7614,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S2898307581,Journal of Innovation & Knowledge
1535-3958,,"[BUSINESS, ENVIRONMENTAL STUDIES, MANAGEMENT]",,https://openalex.org/S12818680,Corporate Social Responsibility and Environmental Management
1469-1930,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S191556934,Journal of Intellectual Capital
0892-9912,,[MANAGEMENT],,https://openalex.org/S185905316,The Journal of Technology Transfer
0969-2290,,[ECONOMICS],,https://openalex.org/S2875300,Review of International Political Economy
1540-496X,,"[BUSINESS, ECONOMICS]",,https://openalex.org/S166264140,Emerging Markets Finance and Trade
0954-349X,,[ECONOMICS],,https://openalex.org/S67638930,Structural Change and Economic Dynamics
0313-5926,,[ECONOMICS],,https://openalex.org/S2898574612,Economic Analysis and Policy
0928-7655,,"[ECONOMICS, ENVIRONMENTAL STUDIES]",,https://openalex.org/S165058066,Resource and Energy Economics
0034-7590,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S203848637,Revista de Administração de Empresas
0969-9988,,[MANAGEMENT],,https://openalex.org/S120049674,Engineering Construction & Architectural Management
1062-9408,,"['BUSINESS, FINANCE', ECONOMICS]",,https://openalex.org/S155526628,The North American Journal of Economics and Finance
1868-7865,,,,https://openalex.org/S60370010,Journal of the Knowledge Economy
1361-2026,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S191114782,Journal of Fashion Marketing and Management
1170-7690,,"[ECONOMICS, HEALTH CARE SCIENCES & SERVICES, HEALTH POLICY & SERVICES]",,https://openalex.org/S43019230,PharmacoEconomics
1074-3529,,"[ECONOMICS, PUBLIC ADMINISTRATION]",,https://openalex.org/S185930956,Contemporary Economic Policy
0927-7099,,"[ECONOMICS, MANAGEMENT]",,https://openalex.org/S98984247,Computational Economics
0718-1876,,[BUSINESS],,https://openalex.org/S27967161,Journal of theoretical and applied electronic commerce research
0923-7992,,[ECONOMICS],,https://openalex.org/S129650269,Open Economies Review
0922-1425,,[ECONOMICS],,https://openalex.org/S70935693,Japan and the World Economy
0139-570X,,"[AGRICULTURAL ECONOMICS & POLICY, ECONOMICS]",,https://openalex.org/S980556082,Agricultural Economics (Zemědělská ekonomika)
2191-1991,,"[ECONOMICS, HEALTH POLICY & SERVICES]",,https://openalex.org/S2738551320,Health Economics Review
8756-6222,,[ECONOMICS],,https://openalex.org/S4210168091,The Journal of Law Economics and Organization
1465-7252,,[ECONOMICS],,https://openalex.org/S53993439,American Law and Economics Review
2078-5585,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S4210215964,South African Journal of Business Management
0971-7218,,[MANAGEMENT],,https://openalex.org/S202144432,Science Technology and Society
1434-4742,,[ECONOMICS],,https://openalex.org/S72258428,Review of Economic Design
1860-711X,,[ECONOMICS],,https://openalex.org/S146534985,Journal of Economic Interaction and Coordination
2694-6416,,[BUSINESS],,https://openalex.org/S4210218449,Business Ethics the Environment & Responsibility
2212-0122,,"[ECONOMICS, TRANSPORTATION]",,https://openalex.org/S2898237991,Economics of Transportation
0001-6373,,[ECONOMICS],,https://openalex.org/S104354167,Acta Oeconomica
1012-8255,,"[BUSINESS, MANAGEMENT]",,https://openalex.org/S4210179427,Academia Revista Latinoamericana de Administración
2405-8513,,"['BUSINESS, FINANCE', ECONOMICS]",,https://openalex.org/S2898531903,Journal of commodity markets
1862-9679,,"['BUSINESS, FINANCE', ECONOMICS]",,https://openalex.org/S124412575,Mathematics and Financial Economics
2041-9945,,"['BUSINESS, FINANCE']",,https://openalex.org/S4210190745,Asia-Pacific Journal of Financial Studies
1832-8105,,[ECONOMICS],,https://openalex.org/S23010633,Asian Economic Policy Review
0306-9192,,"[AGRICULTURAL ECONOMICS & POLICY, ECONOMICS]",,https://openalex.org/S63571384,Food Policy
0963-8024,,[ECONOMICS],,https://openalex.org/S36588791,Journal of African Economies
0015-1920,,,,,
1480-8986,,,,,
